,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
52830,26 Church Street,Ashbourne,Derbyshire,,A L Hulme,Retailers - other,4613,5,,258600,5,,53.01646800000000,PI/000002054,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73452600000000,DE6 1AE,2010-08-24,fhrs_5_en-GB,5,,FHRS,0
52831,Rocester,Derbyshire,,,Abbotsholme School,School/college/university,7845,5,,258844,5,,52.94443511962890,PI/000008424,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.82548987865448,ST14 5BS,2014-02-03,fhrs_4_en-GB,4,,FHRS,10
52832,Ashbourne Bowls Club,Wyaston Road,Ashbourne,Derbyshire,Absolute Catering,Other catering premises,7841,5,,451663,0,,53.00238700000000,PI/000017424,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73254100000000,DE6 1NB,2014-03-26,fhrs_5_en-GB,5,,FHRS,5
52833,Smith Hall Lane,Hulland Ward,Derbyshire,,Aggregate Industries Uk Limited,Restaurant/Cafe/Canteen,1,0,,258829,0,,53.00660900000000,PI/000008932,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.60810700000000,DE6 3ET,2014-02-14,fhrs_5_en-GB,5,,FHRS,5
52834,Church Street,Ashford In The Water,Derbyshire,,Aisseford Tea Rooms,Restaurant/Cafe/Canteen,1,10,,258355,5,,53.22435800000000,PI/000012535,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.70802100000000,DE45 1QB,2014-09-12,fhrs_4_en-GB,4,,FHRS,5
52835,Cavendish House,24-26 Bank Road,Matlock,Derbyshire,Alderwasley Hall School,School/college/university,7845,5,,258811,5,,53.13968000000000,PI/000000571,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.55335200000000,DE4 3NF,2009-06-10,fhrs_5_en-GB,5,,FHRS,5
52836,Intake Lane,Cromford,Derbyshire,,Alison House Hotel,Restaurant/Cafe/Canteen,1,5,,258660,0,,53.10597200000000,PI/000005187,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.55364100000000,DE4 3RH,2013-07-24,fhrs_5_en-GB,5,,FHRS,5
52837,Alport Lane,Youlgrave,Derbyshire,,All Saints Ce Voluntary Aided Primary School,School/college/university,7845,0,,258771,5,,53.17712700000000,PI/000000120,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.68220300000000,DE45 1WN,2014-02-27,fhrs_5_en-GB,5,,FHRS,0
52838,Hurds Hollow,Matlock,Derbyshire,,All Saints Ce Voluntary Controlled Junior School,School/college/university,7845,5,,258482,5,,53.14564000000000,PI/000005077,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.56309800000000,DE4 3LA,2014-10-02,fhrs_5_en-GB,5,,FHRS,0
52839,Washhouse Bottom,Tideswell,Derbyshire,,Anchor Inn,Pub/bar/nightclub,7843,5,,258176,5,,53.28338800000000,PI/000010398,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.76070000000000,SK17 8RB,2013-12-03,fhrs_4_en-GB,4,,FHRS,10
52840,Market Place Car Park,Market Place,Ashbourne,Derbyshire,Andy's Fish and Seafoods,Retailers - other,4613,5,,258903,5,,53.01783100000000,PI/000000237,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73268400000000,DE6 1EU,2010-01-14,fhrs_5_en-GB,5,,FHRS,0
52841,Wood Street,Wirksworth,Derbyshire,,Anthony Gell School,School/college/university,7845,0,,258150,0,,53.07882700000000,PI/000001542,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.57149100000000,DE4 4DX,2014-11-18,fhrs_5_en-GB,5,,FHRS,5
52842,Bentley Grocers,Station Road,Ashbourne,Derbyshire,AR & JM  Bentley,Retailers - other,4613,5,,258760,5,,53.01490500000000,PI/000009482,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73504300000000,DE6 1AA,2014-01-09,fhrs_5_en-GB,5,,FHRS,5
52843,Arkwrights Store,39 Market Place,Cromford,Derbyshire,Arkwright Stores,Retailers - other,4613,10,,258179,10,,53.10827100000000,PI/000006539,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.56039900000000,DE4 3RE,2014-10-23,fhrs_3_en-GB,3,,FHRS,10
52844,Callow Top Holiday Park,Buxton Road,Sandybrook,Ashbourne,Arnolds Cafe & Bar,Restaurant/Cafe/Canteen,1,0,,258213,5,,53.02716600000000,PI/000012577,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73481800000000,DE6 2AQ,2015-01-19,fhrs_5_en-GB,5,,FHRS,5
52845,9-11A Market Place,Ashbourne,Derbyshire,,Ashbourne Ex-Servicemens Club,Pub/bar/nightclub,7843,5,,258927,5,,53.01783100000000,PI/000006497,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73268400000000,DE6 1EU,2009-03-03,fhrs_4_en-GB,4,,FHRS,10
52846,9-11 Compton,Ashbourne,Derbyshire,,Ashbourne Fish and Chips Restaurant,Restaurant/Cafe/Canteen,1,10,,258966,10,,53.01507000000000,PI/000002592,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73210500000000,DE6 1BX,2014-01-21,fhrs_3_en-GB,3,,FHRS,10
52847,26 St John Street,Ashbourne,Derbyshire,,Ashbourne Gingerbread Shop,Restaurant/Cafe/Canteen,1,5,,258684,5,,53.01752300000000,PI/000009172,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73176200000000,DE6 1GH,2014-07-21,fhrs_4_en-GB,4,,FHRS,10
52848,Wyaston Road,Ashbourne,Derbyshire,,Ashbourne Golf Club,Pub/bar/nightclub,7843,5,,258375,5,,53.00238700000000,PI/000011181,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73254100000000,DE6 1NB,2014-03-25,fhrs_5_en-GB,5,,FHRS,5
52849,Leisure Way,Ashbourne,Derbyshire,,Ashbourne Leisure Centre,Restaurant/Cafe/Canteen,1,5,,258555,5,,53.01490500000000,PI/190000017,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73504300000000,DE6 1AA,2008-06-06,fhrs_5_en-GB,5,,FHRS,5
52850,80 Derby Road,Ashbourne,Derbyshire,,Ashbourne Lodge Care Home,Hospitals/Childcare/Caring Premises,5,10,,718091,5,,53.00960700000000,PI/000019290,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.72178100000000,DE6 1BH,2014-11-05,fhrs_3_en-GB,3,,FHRS,10
52851,Church Street,Ashford In The Water,Derbyshire,,Ashford Arms,Pub/bar/nightclub,7843,10,,258173,10,,53.22435800000000,PI/000002165,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.70802100000000,DE45 1QB,2013-09-05,fhrs_3_en-GB,3,,FHRS,10
52852,Greaves Lane,Ashford In The Water,Derbyshire,,Ashford War Memorial Institute,Other catering premises,7841,,,258332,,,53.22386800000000,PI/000000680,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.70625700000000,DE45 1PZ,2009-01-14,fhrs_exempt_en-GB,Exempt,,FHRS,
52853,Mill Lane,Hognaston,Derbyshire,,Atlow Mill,Restaurant/Cafe/Canteen,1,0,,258363,0,,53.04006300000000,PI/000000320,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.64729700000000,DE6 1PX,2014-11-26,fhrs_5_en-GB,5,,FHRS,5
52854,Packhorse Farm,Foxholes Lane,Tansley,Derbyshire,B L Haynes,Manufacturers/packers,7839,10,,451662,5,,53.15147700000000,PI/000017421,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.51975000000000,DE4 5LF,2012-09-13,fhrs_3_en-GB,3,,FHRS,10
52855,,,,,Baby Cakes/Vegan Cakes Direct,Other catering premises,7841,5,,258727,0,,,PI/000015070,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,,,2012-11-26,fhrs_5_en-GB,5,,FHRS,5
52856,,,,,Bake Love,Other catering premises,7841,5,,579360,5,,,PI/000018550,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,,,2013-08-12,fhrs_5_en-GB,5,,FHRS,0
52857,Bath Street,Bakewell,Derbyshire,,Bakewell Ce Infant School,School/college/university,7845,5,,258422,5,,53.21411700000000,PI/000000689,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67544500000000,DE45 1BX,2014-01-10,fhrs_4_en-GB,4,,FHRS,10
52858,Butts Road,Bakewell,Derbyshire,,Bakewell Cottage Nursing Home,Hospitals/Childcare/Caring Premises,5,5,,258571,0,,53.21168500000000,PI/000001367,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67718600000000,DE45 1EB,2014-02-05,fhrs_5_en-GB,5,,FHRS,5
52859,3 Rutland Buildings,Buxton Road,Bakewell,Derbyshire,Bakewell Deli,Restaurant/Cafe/Canteen,1,5,,258897,5,,53.21369800000000,PI/000015096,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67676600000000,DE45 1BZ,2013-10-08,fhrs_4_en-GB,4,,FHRS,10
52860,5 Water Street,Bakewell,Derbyshire,,Bakewell Fish and Chip Shop,Takeaway/sandwich shop,7844,5,,258633,0,,53.21301700000000,PI/000010802,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67443600000000,DE45 1EW,2015-01-28,fhrs_5_en-GB,5,,FHRS,0
52861,Station Road,Bakewell,Derbyshire,,Bakewell Golf Club,Pub/bar/nightclub,7843,5,,258749,5,,53.21919700000000,PI/000009468,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.66631600000000,DE45 1GB,2014-12-05,fhrs_5_en-GB,5,,FHRS,5
52862,Matlock Street,Bakewell,Derbyshire,,Bakewell Methodist Church,Other catering premises,7841,,,371707,,,53.21212900000000,PI/000006747,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67499600000000,DE45 1EE,2012-05-14,fhrs_exempt_en-GB,Exempt,,FHRS,
52863,Stoney Close,Bakewell,Derbyshire,,Bakewell Methodist Vountary Controlled Junior School,School/college/university,7845,0,,258396,0,,53.20677200000000,PI/000009659,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67845000000000,DE45 1FR,2014-10-16,fhrs_5_en-GB,5,,FHRS,0
52864,Derbyshire House,Matlock Street,Bakewell,Derbyshire,Bakewell Nursery School,Hospitals/Childcare/Caring Premises,5,5,,581042,0,,53.21212900000000,PI/190004425,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67499600000000,DE45 1EE,2015-01-21,fhrs_5_en-GB,5,,FHRS,5
52865,Wye House,Water Street,Bakewell,Derbyshire,Bakewell Pudding Parlour,Restaurant/Cafe/Canteen,1,10,,258681,10,,53.21301700000000,PI/000010786,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67443600000000,DE45 1EW,2014-03-14,fhrs_3_en-GB,3,,FHRS,10
52866,Butts Road,Bakewell,Derbyshire,,Bakewell Working Mens Club,Other catering premises,7841,10,,258636,10,,53.21168500000000,PI/000001368,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67718600000000,DE45 1EB,2013-06-05,fhrs_3_en-GB,3,,FHRS,10
52867,4 Water Street,Bakewell,Derbyshire,,Bamboo Cottage,Takeaway/sandwich shop,7844,20,,258872,20,,53.21301700000000,PI/000010783,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67443600000000,DE45 1EW,2014-09-26,fhrs_0_en-GB,0,,FHRS,20
52868,Market Place,Hartington,Derbyshire,,Bank House Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,0,,258236,5,,53.14058900000000,PI/000006549,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.80942000000000,SK17 0AL,2012-11-27,fhrs_5_en-GB,5,,FHRS,0
52869,The Dale,Bonsall,Derbyshire,,Barley Mow,Pub/bar/nightclub,7843,10,,258562,5,,53.11853408813480,PI/000009974,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.60029995441437,DE4 2AY,2013-05-31,fhrs_2_en-GB,2,,FHRS,15
52870,Main Street,Kirk Ireton,Derbyshire,,Barley Mow Inn,Pub/bar/nightclub,7843,5,,258960,5,,53.04797800000000,PI/000006241,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.60288400000000,DE6 3JP,2013-06-05,fhrs_4_en-GB,4,,FHRS,10
52871,Sir William Hill Road,Bretton,Derbyshire,,Barrel Inn,Pub/bar/nightclub,7843,10,,258625,10,,53.29805700000000,PI/000001193,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.70082700000000,S32 5QD,2013-05-02,fhrs_3_en-GB,3,,FHRS,10
52872,Station Road,Darley Dale,Derbyshire,,Barringtons,Restaurant/Cafe/Canteen,1,0,,258936,0,,53.16088800000000,PI/000003142,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.59174800000000,DE4 2EQ,2014-07-25,fhrs_5_en-GB,5,,FHRS,5
52873,55 St John Street,Wirksworth,Derbyshire,,Barry And Elizabeth Knaggs,Retailers - other,4613,0,,258616,0,,53.08053200000000,PI/000009261,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.57310200000000,DE4 4DS,2014-07-10,fhrs_5_en-GB,5,,FHRS,0
52874,Baslow Village Hall,Nether End,Baslow,Derbyshire,Baslow and District Luncheon Club,Other catering premises,7841,5,,258283,0,,53.24612800000000,PI/000007293,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.61301200000000,DE45 1SR,2014-12-16,fhrs_5_en-GB,5,,FHRS,0
52875,Cliff College,Cliff Lane,Calver,Derbyshire,Baslow Edge Playgroup,Hospitals/Childcare/Caring Premises,5,5,,258464,5,,53.26244200000000,PI/000002335,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.62661200000000,S32 3XG,2011-03-25,fhrs_5_en-GB,5,,FHRS,5
52876,School Lane,Baslow,Derbyshire,,Baslow St Annes Ce Controlled Primary School,School/college/university,7845,0,,258953,0,,53.24840900000000,PI/000008660,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.62066500000000,DE45 1RZ,2014-01-16,fhrs_5_en-GB,5,,FHRS,0
52877,Matlock House,School Lane,Baslow,Derbyshire,Baslow Village Spar Shop And Post Office,Retailers - other,4613,5,,258349,0,,53.24844500000000,PI/000007923,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.62056000000000,DE45 1RZ,2009-11-26,fhrs_5_en-GB,5,,FHRS,5
52878,,,,,Beanz Around The World,Mobile caterer,7846,0,,258731,0,,,PI/000014475,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,,,2014-03-20,fhrs_5_en-GB,5,,FHRS,0
52879,Diamond Court,Water Street,Bakewell,Derbyshire,Because I Like It,Restaurant/Cafe/Canteen,1,5,,633168,5,,53.21301700000000,PI/190022823,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67443600000000,DE45 1EW,2014-03-31,fhrs_5_en-GB,5,,FHRS,5
52880,7 Oakwood Drive,Darley Dale,Derbyshire,,Bed & Breakfast,Hotel/bed & breakfast/guest house,7842,0,,693204,5,,53.15315800000000,PI/000016807,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.57649400000000,DE4 2BT,2014-08-15,fhrs_5_en-GB,5,,FHRS,0
52881,Edge Road,Eyam,Derbyshire,,Beech Hurst Youth Hostel,Hotel/bed & breakfast/guest house,7842,0,,258201,0,,53.28897900000000,PI/000010026,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67676900000000,S32 5QP,2012-11-30,fhrs_5_en-GB,5,,FHRS,5
52882,19 St John Street,Ashbourne,Derbyshire,,Bennetts,Restaurant/Cafe/Canteen,1,10,,258531,5,,53.01779300000000,PI/000009165,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73213300000000,DE6 1GP,2014-03-10,fhrs_3_en-GB,3,,FHRS,10
52883,21 Compton,Ashbourne,Derbyshire,,Bennys Pizza and Kebab House,Takeaway/sandwich shop,7844,5,,258511,10,,53.01507000000000,PI/000002573,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.73210500000000,DE6 1BX,2014-01-30,fhrs_4_en-GB,4,,FHRS,5
52884,Market Place,Hartington,Derbyshire,,Beresford Tea Rooms,Restaurant/Cafe/Canteen,1,5,,258622,5,,53.14058900000000,PI/000006550,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.80942000000000,SK17 0AL,2013-06-19,fhrs_4_en-GB,4,,FHRS,10
52885,,,,,Bethanys Cakes,Other catering premises,7841,0,,371715,5,,,PI/000017190,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,,,2012-05-16,fhrs_5_en-GB,5,,FHRS,5
52886,Ground Floor,Ashbourne Hall,Cokayne Avenue,Ashbourne,Betty's Sewing Box,Restaurant/Cafe/Canteen,1,0,,676788,10,,53.01984300000000,PI/000018860,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.72825900000000,DE6 1EJ,2014-06-19,fhrs_4_en-GB,4,,FHRS,5
52887,Units 1 And 2,11-13 Market Place,Cromford,Derbyshire,Biddys Vintage Tea Room,Restaurant/Cafe/Canteen,1,5,,564654,5,,53.10827100000000,PI/190033752,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.56039900000000,DE4 3RE,2013-06-17,fhrs_5_en-GB,5,,FHRS,5
52888,School House,Main Road,Biggin,Buxton,Biggin By Hartington Primary School,School/college/university,7845,5,,258748,5,,53.13109300000000,PI/000000831,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.76686600000000,SK17 0DQ,2008-02-20,fhrs_5_en-GB,5,,FHRS,5
52889,Main Road,Biggin,Buxton,Derbyshire,Biggin Hall Hotel,Restaurant/Cafe/Canteen,1,5,,258397,5,,53.13220100000000,PI/000004510,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.77282400000000,SK17 0DH,2013-06-17,fhrs_5_en-GB,5,,FHRS,5
52890,51 St John Street,Wirksworth,Derbyshire,,Birds Nest Chinese Takeaway,Takeaway/sandwich shop,7844,5,,258247,10,,53.08053200000000,PI/000009259,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.57310200000000,DE4 4DS,2014-09-24,fhrs_3_en-GB,3,,FHRS,10
52891,15 Causeway Lane,Matlock,Derbyshire,,Birds Of Derby Ltd,Retailers - other,4613,5,,258820,5,,53.13842400000000,PI/000001651,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.55415700000000,DE4 3AR,2014-01-15,fhrs_5_en-GB,5,,FHRS,5
52892,Main Road,Grindleford,Derbyshire,,Bishop Pavilion,Other catering premises,7841,,,258392,,,53.29475200000000,PI/190000280,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.63677300000000,S32 2JN,2009-07-20,fhrs_exempt_en-GB,Exempt,,FHRS,
52893,St Johns Road,Tideswell,Derbyshire,,Bishop Pursglove Ce Voluntary Aided Primary School,School/college/university,7845,5,,258952,0,,53.27944500000000,PI/000010381,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.77168500000000,SK17 8NE,2014-01-31,fhrs_5_en-GB,5,,FHRS,5
52894,2 Dale Road,Matlock,Derbyshire,,Black Cat Cafe,Restaurant/Cafe/Canteen,1,5,,258127,5,,53.13760266000000,PI/000002934,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.55666247000000,,2014-07-02,fhrs_4_en-GB,4,,FHRS,10
52895,Hulland Ward,Derbyshire,,,Black Horse Inn,Pub/bar/nightclub,7843,20,,258253,10,,53.01918792724610,PI/000005051,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.61206293106079,DE6 3EE,2014-08-07,fhrs_1_en-GB,1,,FHRS,10
52896,Oakerthorpe Road,Bolehill,Derbyshire,,Black Rocks Cafe,Restaurant/Cafe/Canteen,1,5,,546672,5,,,PI/190024780,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,,,2013-04-30,fhrs_5_en-GB,5,,FHRS,5
52897,Granby Cottage,Water Lane,Bakewell,Derbyshire,Bloomers Original Bakewell Puddings,Retailers - other,4613,5,,258477,5,,53.21317900000000,PI/000010796,070,envhealth@derbyshiredales.gov.uk,Derbyshire Dales,http://www.derbyshiredales.gov.uk/fhrs,-1.67432900000000,DE45 1EU,2014-06-13,fhrs_5_en-GB,5,,FHRS,5
