,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
19454,,Caxton Road,St Ives,,Acushnet Europe Ltd,Restaurant/Cafe/Canteen,1,0,,341530,0,,52.33507600000000,8731,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.06541400000000,PE27 3LU,2015-01-16,fhrs_5_en-GB,5,,FHRS,0
19455,,Sawtry Road,Glatton,Huntingdon,Addison Arms,Pub/bar/nightclub,7843,10,,619432,10,,52.45898300000000,19946,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.30114200000000,PE28 5RZ,2014-04-30,fhrs_3_en-GB,3,,FHRS,10
19456,Hill House,High Street,Ellington,Huntingdon,ADR Care Homes Ltd,Hospitals/Childcare/Caring Premises,5,5,,418672,10,,52.33223300000000,17881,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.29782800000000,PE28 0AB,2014-11-13,fhrs_3_en-GB,3,,FHRS,10
19457,,,,,Advanced Childcare,Hospitals/Childcare/Caring Premises,5,,,643640,,,,20024,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
19458,,1 Miller Way,Brampton,Huntingdon,Afia Stores,Retailers - other,4613,10,,577320,10,,52.32606100000000,19451,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.23747400000000,PE28 4RR,2013-08-05,fhrs_3_en-GB,3,,FHRS,10
19459,,27 Church Street,St Neots,,Aisling Lodge,Hospitals/Childcare/Caring Premises,5,5,,340975,5,,52.22781400000000,11140,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.26603900000000,PE19 2BU,2014-08-28,fhrs_5_en-GB,5,,FHRS,0
19460,,99 Great North Road,Eaton Socon,St Neots,Akbar Tandoori Restaurant,Restaurant/Cafe/Canteen,1,20,,341333,15,,52.21227600000000,2443,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.29067800000000,PE19 8EL,2014-08-28,fhrs_1_en-GB,1,,FHRS,15
19461,,School Lane,Alconbury,Huntingdon,Alconbury C of E School,School/college/university,7845,5,,341402,5,,52.37170900000000,50,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.25681000000000,PE28 4EQ,2014-06-18,fhrs_5_en-GB,5,,FHRS,0
19462,,1 Bell Lane,Alconbury,Huntingdon,Alconbury Post Office and Store,Retailers - other,4613,10,,434688,0,,52.36868700000000,16746,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.25919100000000,PE28 4DU,2014-11-13,fhrs_4_en-GB,4,,FHRS,0
19463,Forecourt,Rusts Lane,Alconbury,Huntingdon,Alconbury Services,Retailers - other,4613,,,434771,,,52.36797700000000,18129,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.25495900000000,PE28 4DN,2012-11-19,fhrs_exempt_en-GB,Exempt,,FHRS,
19464,,Great North Road,Alconbury,Huntingdon,Alconbury Sports & Social Club,Pub/bar/nightclub,7843,5,,418492,5,,52.36825900000000,13151,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.26862300000000,PE28 4EX,2009-01-08,fhrs_4_en-GB,4,,FHRS,10
19465,,25 High Street,Huntingdon,Cambridgeshire,Alex's Cafe & Restaurant,Restaurant/Cafe/Canteen,1,0,,586571,5,,52.32882300000000,19574,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.18122900000000,PE29 3TA,2014-01-02,fhrs_5_en-GB,5,,FHRS,5
19466,,,,,Ali's Baltic Bakes,Manufacturers/packers,7839,5,,696994,0,,,20808,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-11-13,fhrs_5_en-GB,5,,FHRS,0
19467,,,,,All About Kids,Other catering premises,7841,5,,718130,5,,,21046,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-12-12,fhrs_5_en-GB,5,,FHRS,0
19468,,,,,All About Kids,Other catering premises,7841,5,,718131,5,,,21047,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-12-12,fhrs_5_en-GB,5,,FHRS,0
19469,,Market Hill,Huntingdon,,All Saints Church,Pub/bar/nightclub,7843,,,448997,,,52.33057400000000,15365,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.18468900000000,,2009-11-03,fhrs_exempt_en-GB,Exempt,,FHRS,
19470,,High Street,Offord Cluny,St Neots,All Saints Church,Pub/bar/nightclub,7843,,,449003,,,52.29104200000000,16055,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.21424400000000,PE19 5RS,2010-06-29,fhrs_exempt_en-GB,Exempt,,FHRS,
19471,,,,,Allsorts of Liquorice,Mobile caterer,7846,,,726576,,,,21150,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
19472,,4 High Street,Warboys,Huntingdon,Amar Foodstore,Retailers - other,4613,5,,418458,5,,52.40354300000000,1112,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.08348600000000,PE28 2RH,2014-04-29,fhrs_5_en-GB,5,,FHRS,0
19473,,St Neots Road,Eaton Ford,St Neots,Ambiance Cafe & Restaurant,Restaurant/Cafe/Canteen,1,5,,341034,10,,52.22261300000000,12450,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.28549400000000,PE19 7BD,2014-08-21,fhrs_4_en-GB,4,,FHRS,0
19474,,4 The Quay,St Ives,Cambridgeshire,Amore,Restaurant/Cafe/Canteen,1,0,,449011,0,,52.32286700000000,18235,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.07434000000000,PE27 5AR,2014-01-23,fhrs_5_en-GB,5,,FHRS,5
19475,,26-30 Huntingdon Street,St Neots,Cambridgeshire,Amy's Pizza and Bar,Pub/bar/nightclub,7843,20,,594445,10,,52.23030600000000,19754,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.26494600000000,PE19 1BB,2014-09-03,fhrs_1_en-GB,1,,FHRS,5
19476,,83 High Street,Somersham,Huntingdon,Andersons Chemist,Retailers - other,4613,,,448959,,,52.38203300000000,1004,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,0.00023300000000,PE28 3JB,2009-02-06,fhrs_exempt_en-GB,Exempt,,FHRS,
19477,,2-4 High Street,Stilton,Peterborough,Angel Spice,Restaurant/Cafe/Canteen,1,10,,341138,10,,52.48796600000000,14989,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.28834600000000,PE7 3RA,2014-02-03,fhrs_3_en-GB,3,,FHRS,5
19478,,,,,Angels,Other catering premises,7841,10,,340965,10,,,10932,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-05-12,fhrs_3_en-GB,3,,FHRS,10
19479,,,,,Ange's Cakes & Crafts,Other catering premises,7841,5,,434732,5,,,17819,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-06-30,fhrs_5_en-GB,5,,FHRS,0
19480,,,,,Anges Delicious Cakes,Other catering premises,7841,5,,547411,5,,,19060,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2015-01-20,fhrs_5_en-GB,5,,FHRS,5
19481,,149a Main Street,Yaxley,Peterborough,Antonino's Pizzeria Ltd,Restaurant/Cafe/Canteen,1,0,,635571,5,,52.51235300000000,20153,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.26087300000000,PE7 3LB,2014-01-30,fhrs_5_en-GB,5,,FHRS,0
19482,,,,,Any Baked Cakes,Other catering premises,7841,5,,418632,5,,,16924,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2011-09-28,fhrs_5_en-GB,5,,FHRS,5
19483,,,,,Anything But Ordinary Cakes,Other catering premises,7841,10,,594447,5,,,19763,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-07-02,fhrs_4_en-GB,4,,FHRS,0
19484,,,,,Apricot Day Nursery,Hospitals/Childcare/Caring Premises,5,10,,341022,5,,,12219,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-08-18,fhrs_4_en-GB,4,,FHRS,5
19485,Priory Park Infant School,Almond Road,St Neots,,Apricot Out of School Club,Hospitals/Childcare/Caring Premises,5,5,,341239,5,,52.23244500000000,16300,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.26248900000000,,2014-06-06,fhrs_4_en-GB,4,,FHRS,10
19486,,Stukeley Road Retail Park,Huntingdon,Cambridgeshire,Argos Ltd,Retailers - other,4613,0,,726572,0,,52.33909200000000,15408,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.19178800000000,PE29 6DA,2010-03-23,fhrs_5_en-GB,5,,FHRS,0
19487,,15 East Street,St Ives,,Arifa Tandoori House,Takeaway/sandwich shop,7844,0,,341251,5,,52.32528700000000,16376,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.07439600000000,PE27 5PD,2014-09-02,fhrs_5_en-GB,5,,FHRS,0
19488,,,,,ARS Food,Other catering premises,7841,0,,679420,0,,,20509,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-10-09,fhrs_5_en-GB,5,,FHRS,0
19489,,March Road,Hartford,Huntingdon,Art Service Station,Restaurant/Cafe/Canteen,1,0,,446563,5,,52.33745100000000,18139,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.14453100000000,PE28 2DN,2014-05-12,fhrs_5_en-GB,5,,FHRS,5
19490,,Ashbeach Drove,Ramsey St Marys,Huntingdon,Ashbeach Primary,School/college/university,7845,0,,341060,0,,52.48039600000000,1303,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.15385200000000,PE26 2TG,2014-03-27,fhrs_5_en-GB,5,,FHRS,0
19491,,16 High Street,Fenstanton,Huntingdon,Ash's Corner Store,Retailers - other,4613,0,,554709,0,,52.29767600000000,288,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.07009500000000,PE28 9JZ,2013-05-14,fhrs_5_en-GB,5,,FHRS,0
19492,,35 Cambridge Street,St Neots,,Auntie's Thai Restaurant,Restaurant/Cafe/Canteen,1,10,,341521,10,,52.22805400000000,8609,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.26280800000000,PE19 1JP,2014-10-22,fhrs_3_en-GB,3,,FHRS,5
19493,Baptist Chapel Hall,5 High Street,Bluntisham,Huntingdon,Baptist Church,Restaurant/Cafe/Canteen,1,0,,340980,0,,,11189,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2012-06-13,fhrs_5_en-GB,5,,FHRS,0
19494,,21 High Street,Fenstanton,Huntingdon,Barkers,Retailers - other,4613,5,,341359,5,,52.29767600000000,3289,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.07009500000000,PE28 9JZ,2013-03-08,fhrs_5_en-GB,5,,FHRS,5
19495,,27 Crosshall Road,Eaton Ford,St Neots,Barley Mow,Pub/bar/nightclub,7843,10,,341315,10,,52.22888000000000,17135,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.27684800000000,PE19 7AB,2014-12-10,fhrs_4_en-GB,4,,FHRS,0
19496,,Little Lane,Great Gransden,Sandy,Barnabas Oley C E Primary School,School/college/university,7845,0,,341376,0,,52.18649300000000,366,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.14393200000000,SG19 3AE,2013-12-04,fhrs_5_en-GB,5,,FHRS,5
19497,The Reading Rooms,Fox Street,Great Gransden,Sandy,Barney's After School & Holiday Club,Other catering premises,7841,,,564277,,,52.18776600000000,19328,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.14316200000000,SG19 3AA,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
19498,,22-23 High Street,Huntingdon,,Barney's Plaice,Takeaway/sandwich shop,7844,5,,341399,0,,52.32882300000000,495,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.18122900000000,PE29 3TA,2013-09-06,fhrs_5_en-GB,5,,FHRS,0
19499,,High Street,Fenstanton,Huntingdon,Barry's Plaice,Takeaway/sandwich shop,7844,10,,564273,5,,52.29836900000000,19303,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.07238200000000,PE28 9LQ,2013-09-24,fhrs_4_en-GB,4,,FHRS,0
19500,,2-8 Latham Road,Huntingdon,Cambridgeshire,Baxter Storey,Restaurant/Cafe/Canteen,1,,,705641,,,52.34805600000000,20901,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.18942500000000,PE29 6YE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
19501,Cooperative,Washingley Road,Huntingdon,Cambridgeshire,Baxter Storey Ltd,Restaurant/Cafe/Canteen,1,5,,434758,10,,52.35020000000000,18013,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.19149600000000,PE29 6SY,2013-01-04,fhrs_4_en-GB,4,,FHRS,0
19502,Cooperative Cardinal,Cardinal Way,Godmanchester,Cambridgeshire,Baxter Storey Ltd,Restaurant/Cafe/Canteen,1,5,,434759,5,,52.31649600000000,18015,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.15456300000000,PE29 2XF,2014-08-21,fhrs_4_en-GB,4,,FHRS,10
19503,Holmewood Hall,27 Church Street,Holme,Peterborough,Baxterstorey,Restaurant/Cafe/Canteen,1,0,,341206,0,,52.47646500000000,15769,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.24955100000000,PE7 3PB,2013-02-22,fhrs_5_en-GB,5,,FHRS,0
19504,Environment Agency,Bromholme Lane,Brampton,Huntingdon,BaxterStorey Ltd,Restaurant/Cafe/Canteen,1,5,,418668,5,,52.32173200000000,17809,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.20552600000000,PE28 4NE,2013-11-11,fhrs_5_en-GB,5,,FHRS,5
19505,c/o The Bell Inn,Green End Road,Sawtry,Cambridgeshire,Bell Balti,Takeaway/sandwich shop,7844,5,,643654,10,,52.43507900000000,20320,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.28145200000000,PE28 5UY,2014-03-31,fhrs_4_en-GB,4,,FHRS,5
19506,Unit R1,Tower Field Leisure Park,Huntingdon,,Bella Italia Huntingdon,Restaurant/Cafe/Canteen,1,5,,619420,10,,52.35142000000000,17929,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.18071300000000,PE29 7EG,2014-03-24,fhrs_4_en-GB,4,,FHRS,0
19507,The Old Sun,161 Great North Road,Eaton Socon,St Neots,Bell-a-Pizza,Takeaway/sandwich shop,7844,5,,341551,5,,52.21615800000000,9242,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.28985600000000,PE19 8EQ,2012-09-27,fhrs_5_en-GB,5,,FHRS,5
19508,,44A Post Street,Godmanchester,Huntingdon,Bellman's Bakery Tea Room,Retailers - other,4613,5,,341534,5,,52.32080800000000,8763,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.17573300000000,PE29 2AQ,2014-08-13,fhrs_4_en-GB,4,,FHRS,10
19509,,The Avenue,Leighton Bromswold,HUNTINGDON,Bennett's at The Green Man,Restaurant/Cafe/Canteen,1,10,,341131,15,,52.36581700000000,14932,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.36678900000000,PE28 5AW,2013-10-29,fhrs_2_en-GB,2,,FHRS,10
19510,,40a The Broadway,St Ives,Cambridgeshire,Best-One Retailers,Retailers - supermarkets/hypermarkets,7840,5,,486624,0,,52.32487000000000,18553,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.07585200000000,PE27 5BN,2013-02-20,fhrs_5_en-GB,5,,FHRS,0
19511,,106 Cambridge Street,St Neots,,Bethany Francis House,Hospitals/Childcare/Caring Premises,5,10,,341327,15,,52.22775900000000,1850,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.25741700000000,PE19 1PL,2014-11-07,fhrs_2_en-GB,2,,FHRS,5
19512,,30 Market Square,St Neots,Cambridgeshire,Betty Bumbles Vintage Tea Rooms,Restaurant/Cafe/Canteen,1,5,,615369,5,,52.22722900000000,19866,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.27030800000000,PE19 2AF,2014-01-07,fhrs_5_en-GB,5,,FHRS,0
19513,,3 Queen Street,Yaxley,Peterborough,Bill's Convenience Store,Retailers - other,4613,0,,418485,5,,52.52130600000000,1279,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.25460900000000,PE7 3JE,2009-08-27,fhrs_5_en-GB,5,,FHRS,0
19514,,,,,Birgit's Patisserie,Other catering premises,7841,5,,434733,5,,,17820,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-09-04,fhrs_5_en-GB,5,,FHRS,0
19515,,25 Church Road,Brampton,Huntingdon,Black Bull,Pub/bar/nightclub,7843,5,,341472,5,,52.32168200000000,7345,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.21882200000000,PE28 4PF,2015-01-20,fhrs_5_en-GB,5,,FHRS,5
19516,,32 Post Street,Godmanchester,Huntingdon,Black Bull,Pub/bar/nightclub,7843,10,,341299,10,,52.32080800000000,16986,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.17573300000000,PE29 2AQ,2012-10-01,fhrs_2_en-GB,2,,FHRS,15
19517,Bluntisham Service Station,Station Road,Bluntisham,Huntingdon,Bluntisham Butchers,Retailers - other,4613,,,714691,,,52.34931000000000,21012,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,0.00308700000000,PE28 3PA,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
19518,Bluntisham Service Station,Station Road,Bluntisham,Huntingdon,Bluntisham Fryer,Takeaway/sandwich shop,7844,10,,635558,0,,52.34931000000000,20046,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,0.00308700000000,PE28 3PA,2014-01-16,fhrs_4_en-GB,4,,FHRS,0
19519,,Station Road,Bluntisham,Huntingdon,Bluntisham Service Station,Retailers - other,4613,0,,341324,5,,52.34931000000000,1780,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,0.00308700000000,PE28 3PA,2014-03-17,fhrs_5_en-GB,5,,FHRS,0
19520,,,,,Bobys Buzz Bar,Mobile caterer,7846,0,,582645,0,,,19562,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,2014-03-10,fhrs_5_en-GB,5,,FHRS,0
19521,,38-40 Cambridge Street,St Neots,Cambridgeshire,Bodrum Mediterranean Restaurant,Restaurant/Cafe/Canteen,1,10,,615363,15,,52.22805400000000,19852,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.26280800000000,PE19 1JP,2014-09-26,fhrs_2_en-GB,2,,FHRS,5
19522,,124-126 Main Street,Yaxley,Peterborough,Bollywood Tiger,Restaurant/Cafe/Canteen,1,10,,586572,15,,52.51374600000000,19582,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.25838600000000,PE7 3LP,2014-10-09,fhrs_2_en-GB,2,,FHRS,5
19523,Coach And Horses,54-56 Ermine Street,Huntingdon,Cambridgeshire,Bongo Raj,Restaurant/Cafe/Canteen,1,10,,679427,10,,52.33424500000000,20546,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.18827200000000,PE29 3EZ,2014-07-22,fhrs_3_en-GB,3,,FHRS,5
19524,,,,,Boomeringue,Other catering premises,7841,,,679436,,,,20593,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
19525,,,,,Boo's Dazzling Sweet,Retailers - other,4613,,,643651,,,,20309,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,,,,fhrs_exempt_en-GB,Exempt,,FHRS,
19526,,46 Market Square,St Neots,Cambridgeshire,Bosphorus Turkish Restaurant,Restaurant/Cafe/Canteen,1,10,,615372,10,,52.22722900000000,19889,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.27030800000000,PE19 2AF,2015-01-07,fhrs_3_en-GB,3,,FHRS,5
19527,Kates Cabin Farm,Great North Road,Chesterton,Peterborough,BP Connect,Takeaway/sandwich shop,7844,5,,341542,5,,52.54709500000000,8930,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.33533500000000,PE7 3UD,2013-08-22,fhrs_5_en-GB,5,,FHRS,5
19528,,103 Needingworth Road,St Ives,Cambridgeshire,BP St Ives Connect,Retailers - other,4613,0,,594437,5,,52.33201700000000,19718,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.06314000000000,PE27 5WN,2014-07-31,fhrs_5_en-GB,5,,FHRS,0
19529,,43-47 Market Square,St Neots,,Brackenbury's,Restaurant/Cafe/Canteen,1,0,,341525,0,,52.22812500000000,869,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,-0.26949700000000,PE19 2BA,2013-11-01,fhrs_5_en-GB,5,,FHRS,5
19530,,9 Rectory Road,Bluntisham,Huntingdon,Bramble Corner,Hotel/bed & breakfast/guest house,7842,10,,726565,5,,52.35137800000000,11995,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,0.01049200000000,PE28 3LN,2007-04-03,fhrs_4_en-GB,4,,FHRS,5
19531,St Helens School,Colne Road,Bluntisham,Huntingdon,Brambles Playgroup,Hospitals/Childcare/Caring Premises,5,,,721926,,,52.35819600000000,3556,030,food@huntingdonshire.gov.uk,Huntingdonshire,http://www.huntingdonshire.gov.uk,0.01089000000000,PE28 3NY,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
