,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
63860,Abbey Road,Mansfield,Nottinghamshire,,Abbey Primary School,School/college/university,7845,0,,223352,0,,53.14503500000000,37799,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17154200000000,NG18 3AF,2012-05-23,fhrs_5_en-GB,5,,FHRS,0
63861,Westfield Lane,Mansfield,Nottinghamshire,,Abbott Road Day Centre,Other catering premises,7841,5,,222914,0,,53.15361400000000,34691,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.22558500000000,NG19 6NH,2011-12-12,fhrs_5_en-GB,5,,FHRS,0
63862,4-6 Church Side,Mansfield,Nottinghamshire,,Abrakadabra,Other catering premises,7841,0,,615472,0,,53.14327100000000,59110,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19349400000000,NG18 1AP,2013-11-13,fhrs_5_en-GB,5,,FHRS,0
63863,37 Leeming Street,Mansfield,Nottinghamshire,,After Dark,Pub/bar/nightclub,7843,5,,223470,0,,53.14618300000000,58655,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19481500000000,NG18 1NB,2012-08-01,fhrs_5_en-GB,5,,FHRS,0
63864,19 Champion Crescent,Mansfield,Nottinghamshire,,Age Concern,Hospitals/Childcare/Caring Premises,5,5,,223308,0,,53.15147900000000,58658,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.21393000000000,NG19 6BB,2013-03-13,fhrs_5_en-GB,5,,FHRS,0
63865,The Patchills,Mansfield,Nottinghamshire,,Age Concern UK,Other catering premises,7841,5,,536630,0,,53.14418100000000,59117,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.16894300000000,NG18 3BS,2013-04-05,fhrs_5_en-GB,5,,FHRS,5
63866,27 High Street,Warsop,Nottinghamshire,,Akas Tandoori Takeaway,Takeaway/sandwich shop,7844,20,,222946,15,,53.20462200000000,7676,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15334100000000,NG20 0AA,2014-10-03,fhrs_1_en-GB,1,,FHRS,15
63867,Broomhill Lane,Mansfield,Nottinghamshire,,All Saints RC School,School/college/university,7845,5,,223409,5,,53.15205900000000,22052,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.21317200000000,NG19 6BW,2014-01-16,fhrs_5_en-GB,5,,FHRS,5
63868,,,,,Amber Rose,Other catering premises,7841,5,,670106,0,,,59251,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,,,2014-04-24,fhrs_5_en-GB,5,,FHRS,0
63869,Leeming Street,Mansfield,Nottinghamshire,,Andwhynot/The Late Lounge,Pub/bar/nightclub,7843,5,,223350,5,,53.14605300000000,40671,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19417400000000,NG18 1NG,2014-05-09,fhrs_4_en-GB,4,,FHRS,10
63870,40 High Street,Mansfield Woodhouse,Nottinghamshire,,Angel Inn,Pub/bar/nightclub,7843,10,,223376,5,,53.16505500000000,35163,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19274100000000,NG19 8AN,2014-09-02,fhrs_3_en-GB,3,,FHRS,10
63871,,,,,Antonia's,Retailers - other,4613,5,,223138,5,,,58549,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,,,2011-11-15,fhrs_5_en-GB,5,,FHRS,0
63872,Park Lane,Mansfield,Nottinghamshire,,Apollo Bingo,Pub/bar/nightclub,7843,5,,695935,5,,53.13618300000000,59546,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19950100000000,NG18 1BU,2014-07-16,fhrs_5_en-GB,5,,FHRS,5
63873,Old Mill Lane,Forest Town,Nottinghamshire,,Asda Cafe,Restaurant/Cafe/Canteen,1,5,,223307,10,,53.15583600000000,57525,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17227700000000,NG19 0HA,2013-04-04,fhrs_4_en-GB,4,,FHRS,5
63874,7 Bancroft Lane,Mansfield,Nottinghamshire,,Asda Stores Ltd,Retailers - supermarkets/hypermarkets,7840,0,,223427,5,,53.14340700000000,58394,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.20445000000000,NG18 5LG,2011-08-02,fhrs_5_en-GB,5,,FHRS,0
63875,Old Mill Lane,Forest Town,Nottinghamshire,,Asda Supermarket,Retailers - supermarkets/hypermarkets,7840,5,,223381,5,,53.15583600000000,52087,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17227700000000,NG19 0HA,2013-03-04,fhrs_4_en-GB,4,,FHRS,10
63876,42 The Park,Mansfield,Nottinghamshire,,Ashdale Care Home,Hospitals/Childcare/Caring Premises,5,0,,223257,0,,53.15141100000000,18180,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19021600000000,NG18 2AT,2013-11-20,fhrs_5_en-GB,5,,FHRS,5
63877,152 Southwell Road East,Rainworth,Nottinghamshire,,Ashlands Residential Care Home,Hospitals/Childcare/Caring Premises,5,5,,223233,0,,53.12143500000000,15905,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.12704800000000,NG21 0EH,2014-12-05,fhrs_5_en-GB,5,,FHRS,5
63878,Asquith Street,Mansfield,Nottinghamshire,,Asquith Primary School,School/college/university,7845,0,,223130,5,,53.14218500000000,52670,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17677000000000,NG18 3DG,2010-11-23,fhrs_5_en-GB,5,,FHRS,0
63879,Asquith Street,Mansfield,Nottinghamshire,,Asquith Primary School Breakfast Club,School/college/university,7845,5,,223325,5,,53.14218500000000,56182,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17677000000000,NG18 3DG,2010-03-24,fhrs_5_en-GB,5,,FHRS,5
63880,2 Ladybrook Place,Mansfield,Nottinghamshire,,Athishaya Store,Retailers - other,4613,20,,729050,15,,53.14424800000000,59257,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.21881700000000,NG18 5JP,2013-08-20,fhrs_1_en-GB,1,,FHRS,10
63881,116 Clipstone Road West,Forest Town,Nottinghamshire,,Avalon Nursing Home,Hospitals/Childcare/Caring Premises,5,0,,554748,5,,53.15661600000000,58664,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15030800000000,NG19 0HL,2014-09-02,fhrs_5_en-GB,5,,FHRS,0
63882,Crown Farm Way,Forest Town,Nottinghamshire,,Avenance Catering Ltd,Restaurant/Cafe/Canteen,1,0,,223173,0,,53.14964300000000,52516,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.16723700000000,NG19 0AB,2012-07-13,fhrs_5_en-GB,5,,FHRS,0
63883,Unit 1 Stockwell Gate,,Mansfield,,B&M Home Stores,Retailers - other,4613,0,,223306,0,,53.14475300000000,58397,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.20004400000000,NG18 1LG,2014-10-20,fhrs_5_en-GB,5,,FHRS,0
63884,12-16 Bridge Street,Mansfield,Nottinghamshire,,Babushka Deli,Retailers - other,4613,10,,223447,15,,53.14372400000000,56436,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19269300000000,NG18 1AN,2014-12-04,fhrs_2_en-GB,2,,FHRS,0
63885,16 Park Avenue,Mansfield,Nottinghamshire,,Babushka Deli Home,Other catering premises,7841,,,729025,,,53.15123700000000,18838,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19246200000000,NG18 2AU,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
63886,22 Babworth Court,Mansfield,Nottinghamshire,,Babworth Court Community Centr,Other catering premises,7841,,,718998,,,53.14600200000000,52561,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.18408300000000,NG18 2NU,2013-10-30,fhrs_exempt_en-GB,Exempt,,FHRS,
63887,Botany Avenue,Mansfield,Nottinghamshire,,Baily House,Hospitals/Childcare/Caring Premises,5,0,,729090,0,,,59678,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,,NG18 5QN,2014-11-20,fhrs_5_en-GB,5,,FHRS,0
63888,,,,,Bake me a Cake,Other catering premises,7841,0,,554741,0,,,24963,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,,,2013-03-19,fhrs_5_en-GB,5,,FHRS,0
63889,Queen Street,Mansfield,Nottinghamshire,,Bakers@Queens,Restaurant/Cafe/Canteen,1,5,,729074,5,,53.14321600000000,59593,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19732200000000,NG18 1JN,2014-11-26,fhrs_5_en-GB,5,,FHRS,5
63890,20 Bamford Drive,Mansfield,Nottinghamshire,,Bamford Drive Community Centre,Other catering premises,7841,,,718906,,,53.13915500000000,13306,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.14975500000000,NG18 3PX,2013-11-08,fhrs_exempt_en-GB,Exempt,,FHRS,
63891,Briar Lane,Mansfield,Nottinghamshire,,Bannatynes Health Club,Pub/bar/nightclub,7843,10,,223021,5,,53.13366800000000,52077,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.16200100000000,NG18 3HS,2014-09-05,fhrs_4_en-GB,4,,FHRS,5
63892,29 Garibaldi Road,Forest Town,Nottinghamshire,,Bansal Food and News,Retailers - other,4613,10,,223119,10,,53.16056300000000,7087,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.13783100000000,NG19 0JT,2011-10-11,fhrs_3_en-GB,3,,FHRS,5
63893,Rosemary Street,Mansfield,Nottinghamshire,,Baptist Church Centre,Other catering premises,7841,0,,223528,5,,53.14925400000000,43750,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.20636000000000,NG19 6AB,2014-09-11,fhrs_5_en-GB,5,,FHRS,0
63894,19 Sherwood Street,Warsop,Nottinghamshire,,Bargain Booze,Retailers - other,4613,,,729056,,,53.20469000000000,59374,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15151300000000,NG20 0JP,2014-10-02,fhrs_exempt_en-GB,Exempt,,FHRS,
63895,207 Chesterfield Road South,Mansfield,Nottinghamshire,,Bargain Booze,Retailers - other,4613,5,,223326,5,,53.15429100000000,12715,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.20961700000000,NG19 7EQ,2010-11-10,fhrs_5_en-GB,5,,FHRS,5
63896,2a Crown Street,Mansfield,Nottinghamshire,,Barn Lane Chippy,Takeaway/sandwich shop,7844,10,,223193,10,,53.13970800000000,44649,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.16563500000000,NG18 3JL,2013-02-21,fhrs_3_en-GB,3,,FHRS,10
63897,107 Sutton Road,Mansfield,Nottinghamshire,,Barracuda Fish Bar,Takeaway/sandwich shop,7844,5,,554762,5,,53.13869200000000,58939,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.21325200000000,NG18 5ET,2013-03-13,fhrs_5_en-GB,5,,FHRS,0
63898,72-74 Barringer Road,Mansfield,Nottinghamshire,,Barringer Convenience,Retailers - other,4613,20,,716391,15,,53.15005600000000,59276,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17880300000000,NG18 2DF,2014-07-18,fhrs_1_en-GB,1,,FHRS,0
63899,6 Woodhouse Road,Mansfield,Nottinghamshire,,Bay 6 Coffee Lounge,Restaurant/Cafe/Canteen,1,0,,223382,0,,53.14781500000000,55990,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19417100000000,NG18 2AD,2012-02-02,fhrs_5_en-GB,5,,FHRS,0
63900,1 Bridge Street,Mansfield,Nottinghamshire,,BB's Italian Restaurant Ltd,Restaurant/Cafe/Canteen,1,10,,223085,10,,53.14404500000000,58061,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19232800000000,NG18 1AL,2013-10-29,fhrs_3_en-GB,3,,FHRS,10
63901,St John Street,Mansfield,Nottinghamshire,,Beacon Centre,Restaurant/Cafe/Canteen,1,0,,223319,0,,53.14602600000000,57920,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.20354900000000,NG18 1QH,2014-03-05,fhrs_5_en-GB,5,,FHRS,5
63902,Queen Street,Mansfield,Nottinghamshire,,Beales Department Store,Retailers - other,4613,,,718928,,,53.14385200000000,27411,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19841600000000,NG18 1JR,2014-10-10,fhrs_exempt_en-GB,Exempt,,FHRS,
63903,64 West Gate,Mansfield,Nottinghamshire,,Beautiful Gift Shop,Restaurant/Cafe/Canteen,1,,,729049,,,53.14650800000000,59254,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19899500000000,NG18 1RR,2014-01-10,fhrs_exempt_en-GB,Exempt,,FHRS,
63904,Coxs Lane,"Mansfield Woodhouse, Mansfield",Nottinghamshire,,Beech Court Community Centre,Other catering premises,7841,,,718984,,,,52240,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,,,2013-10-30,fhrs_exempt_en-GB,Exempt,,FHRS,
63905,Fairholme Drive,Mansfield,Nottinghamshire,,Beech Hill School,School/college/university,7845,0,,223043,5,,53.15381500000000,51160,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.21508400000000,NG19 6DX,2011-12-12,fhrs_5_en-GB,5,,FHRS,0
63906,29-30 Woodhouse Road,Mansfield,Nottinghamshire,,Beechdene,Hospitals/Childcare/Caring Premises,5,0,,223436,0,,53.15121800000000,52390,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19368900000000,NG18 2AY,2011-09-15,fhrs_5_en-GB,5,,FHRS,0
63907,62a Carter Lane,Mansfield,Nottinghamshire,,Beehive News,Retailers - other,4613,0,,223076,0,,53.14209800000000,13299,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17840100000000,NG18 3DF,2014-01-27,fhrs_5_en-GB,5,,FHRS,5
63908,46 White Hart Street,Mansfield,Nottinghamshire,,Beer Shack,Pub/bar/nightclub,7843,0,,729057,0,,53.14360600000000,59385,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19526600000000,NG18 1DG,2014-05-20,fhrs_5_en-GB,5,,FHRS,0
63909,Unit 2 Mansfield Leisure Park,Park Lane,Mansfield,,Bella Italia,Restaurant/Cafe/Canteen,1,,,729077,,,53.13618300000000,59631,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19950100000000,NG18 1BU,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
63910,1 Egmanton Road,Mansfield,Nottinghamshire,,Bellamy Discount Store,Retailers - other,4613,20,,223297,15,,53.12460300000000,32727,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15885900000000,NG18 4NW,2014-05-21,fhrs_1_en-GB,1,,FHRS,15
63911,3 Clumber Street,Warsop,Nottinghamshire,,Bells,Retailers - other,4613,0,,223431,0,,53.20398500000000,57259,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15233600000000,NG20 0LR,2010-09-20,fhrs_5_en-GB,5,,FHRS,0
63912,4 Burns Lane,Warsop,Nottinghamshire,,Bengal Cottage,Restaurant/Cafe/Canteen,1,20,,298624,15,,53.20562500000000,23699,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15161500000000,NG20 0PB,2014-11-20,fhrs_1_en-GB,1,,FHRS,15
63913,Lichfield Lane,Mansfield,Nottinghamshire,,Berry Hill Cafe,Restaurant/Cafe/Canteen,1,5,,576657,0,,,59207,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,,,2013-07-23,fhrs_5_en-GB,5,,FHRS,0
63914,Berry Hill Lane,Mansfield,Nottinghamshire,,Berry Hill Park Care Home,Hospitals/Childcare/Caring Premises,5,0,,222931,5,,53.13078900000000,52134,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17706200000000,NG18 4JR,2014-05-21,fhrs_5_en-GB,5,,FHRS,5
63915,Black Scotch Lane,Mansfield,Nottinghamshire,,Berry Hill Primary and Nursery School,School/college/university,7845,5,,223407,0,,53.13063500000000,1831,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17170000000000,NG18 4JW,2013-07-18,fhrs_5_en-GB,5,,FHRS,0
63916,61 Valley View,Mansfield,Nottinghamshire,,Berryhill Bakery,Other catering premises,7841,,,729091,,,53.13356500000000,59679,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17548500000000,NG18 4US,2014-11-24,fhrs_exempt_en-GB,Exempt,,FHRS,
63917,4a-4b Burns Lane,Warsop,Nottinghamshire,,Best Kebab,Takeaway/sandwich shop,7844,20,,223511,15,,53.20562500000000,4831,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15161500000000,NG20 0PB,2014-12-15,fhrs_1_en-GB,1,,FHRS,15
63918,61 High Street,Mansfield Woodhouse,Nottinghamshire,,Bethel Church,Other catering premises,7841,0,,223483,0,,53.16573300000000,52628,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19066400000000,NG19 8BB,2014-11-14,fhrs_5_en-GB,5,,FHRS,0
63919,9 Leeming Lane North,Mansfield Woodhouse,Nottinghamshire,,Bevan & Barker Ltd,Retailers - other,4613,,,718943,,,53.16785400000000,3765,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.18141000000000,NG19 9HZ,2010-07-13,fhrs_exempt_en-GB,Exempt,,FHRS,
63920,Eakring Close,Mansfield,Nottinghamshire,,Bible Pattern Pentecostal Church,Other catering premises,7841,5,,223338,5,,53.14361000000000,52593,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.16760200000000,,2013-11-26,fhrs_5_en-GB,5,,FHRS,5
63921,25 Ratcliffe Gate,Mansfield,Nottinghamshire,,Big Baps,Takeaway/sandwich shop,7844,5,,223522,0,,53.14329000000000,58077,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.18980000000000,NG18 2JA,2013-05-01,fhrs_5_en-GB,5,,FHRS,5
63922,212 Big Barn Lane,Mansfield,Nottinghamshire,,Big Barn News & Booze,Retailers - other,4613,10,,223029,10,,53.13562200000000,35884,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.16758300000000,NG18 3LA,2010-05-04,fhrs_4_en-GB,4,,FHRS,0
63923,1 West Gate,Mansfield,Nottinghamshire,,Birds (Derby) Limited,Retailers - other,4613,0,,223091,5,,53.14489500000000,11859,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19715600000000,NG18 1RY,2013-11-27,fhrs_5_en-GB,5,,FHRS,5
63924,Appleton Street,Warsop,Nottinghamshire,,Birklands Primary School,School/college/university,7845,0,,223178,0,,53.20517200000000,26914,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.14988700000000,NG20 0QF,2015-01-12,fhrs_5_en-GB,5,,FHRS,0
63925,Fritchley Court,Mansfield,Nottinghamshire,,Bite Size,Other catering premises,7841,5,,222896,5,,53.14092000000000,55959,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15393600000000,NG18 3QE,2013-06-18,fhrs_5_en-GB,5,,FHRS,5
63926,Woodhouse Road,Mansfield,Nottinghamshire,,Black Bull,Pub/bar/nightclub,7843,5,,638364,10,,53.15443400000000,59120,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19328400000000,NG18 2BQ,2014-03-05,fhrs_4_en-GB,4,,FHRS,0
63927,101 Southwell Road West,Mansfield,Nottinghamshire,,Black Pearl,Takeaway/sandwich shop,7844,10,,223177,10,,53.13709200000000,37637,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.17473000000000,NG18 4EX,2013-04-18,fhrs_3_en-GB,3,,FHRS,10
63928,Blakeley Lane,Warsop,Nottinghamshire,,Blakeley Lane Campsite,Restaurant/Cafe/Canteen,1,20,,729031,5,,,58415,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,,,2014-03-12,fhrs_1_en-GB,1,,FHRS,0
63929,15 Handley Arcade,Mansfield,Nottinghamshire,,Blue Chilli Thai Restaurant,Restaurant/Cafe/Canteen,1,20,,554756,20,,53.14525600000000,58885,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19468200000000,NG18 1NJ,2014-08-07,fhrs_1_en-GB,1,,FHRS,10
63930,2 Clumber Street,Warsop,Nottinghamshire,,Blue Ocean,Takeaway/sandwich shop,7844,10,,223417,5,,53.20422900000000,36568,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.15248100000000,NG20 0LT,2013-07-15,fhrs_3_en-GB,3,,FHRS,10
63931,2a Albert Street,Mansfield,Nottinghamshire,,Bodrum BBQ Grill,Takeaway/sandwich shop,7844,20,,222897,15,,53.14240700000000,57839,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19600600000000,NG18 1EB,2014-05-29,fhrs_1_en-GB,1,,FHRS,10
63932,Hermitage Lane,Mansfield,Nottinghamshire,,Booker Cash & Carry,Retailers - other,4613,,,718908,,,53.13535800000000,14448,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.21748300000000,NG18 5HB,2014-12-18,fhrs_exempt_en-GB,Exempt,,FHRS,
63933,2 West Hill Drive,Mansfield,Nottinghamshire,,Boothys Club,Pub/bar/nightclub,7843,20,,223320,15,,53.14726500000000,4079,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19533300000000,NG18 1PJ,2014-09-16,fhrs_1_en-GB,1,,FHRS,15
63934,62 West Gate,Mansfield,Nottinghamshire,,Boots Butchers,Retailers - other,4613,5,,223244,10,,53.14650800000000,7454,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19899500000000,NG18 1RR,2014-01-21,fhrs_4_en-GB,4,,FHRS,5
63935,39 Four Seasons,Mansfield,Nottinghamshire,,Boots UK Limited,Retailers - other,4613,5,,223370,5,,53.14464700000000,41937,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19901500000000,NG18 1SU,2010-01-22,fhrs_5_en-GB,5,,FHRS,5
63936,Station Street,Mansfield,Nottinghamshire,,Boots UK Limited,Retailers - other,4613,0,,223105,5,,53.14184600000000,55511,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.19820000000000,NG18 1BE,2014-10-03,fhrs_5_en-GB,5,,FHRS,5
63937,6 Bottom Row,Pleasley Vale,Nottinghamshire,,Boutique Aromatique Ltd,Other catering premises,7841,5,,223202,0,,53.17964600000000,57142,263,envhealth@mansfield.gov.uk,Mansfield,http://www.mansfield.gov.uk,-1.21720100000000,NG19 8RS,2014-10-27,fhrs_5_en-GB,5,,FHRS,5
