,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
314192,Pilchers Field,The Crescent,Crapstone,Devon,Abbeyfield (Buck Mon) Society Ltd/HM,Hospitals/Childcare/Caring Premises,5,,,710083,,,50.49242500000000,PI/000017436,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.11208200000000,PL20 7PS,2014-10-09,fhrs_exempt_en-GB,Exempt,,FHRS,
314193,Drake Lodge,60 Plymouth Road,Tavistock,Devon,Abbeyfield (Tavistock) Society,Hotel/bed & breakfast/guest house,7842,0,,375657,0,,50.54692100000000,PI/000011193,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.15039900000000,PL19 8BU,2014-02-17,fhrs_5_en-GB,5,,FHRS,0
314194,Orchard Close,Tavistock,Devon,,Abbotsfield Hall Nursing Home,Hospitals/Childcare/Caring Premises,5,0,,464851,0,,50.54292000000000,PI/000013717,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.16197400000000,PL19 8EZ,2014-06-19,fhrs_5_en-GB,5,,FHRS,0
314195,Okehampton Youth Hostel,Klondyke Road,Okehampton,Devon,Adventure Okehampton,Hotel/bed & breakfast/guest house,7842,0,,235379,5,,50.73220800000000,PI/000015359,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.99616200000000,EX20 1EW,2014-09-19,fhrs_5_en-GB,5,,FHRS,5
314196,,,,,AJ & SM Barker,Other catering premises,7841,0,,485264,0,,,PI/000041290,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,,,2012-12-05,fhrs_5_en-GB,5,,FHRS,0
314197,44 Plymouth Road,Tavistock,Devon,,Apple Tree B&B,Hotel/bed & breakfast/guest house,7842,10,,173085,5,,50.54692100000000,PI/000024871,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.15039900000000,PL19 8BU,2014-09-17,fhrs_4_en-GB,4,,FHRS,5
314198,Taw Valley Creamery,Road From Culm Cross To Taw Bridge Cross,North Tawton,Devon,Arla Foods Uk Ltd,Manufacturers/packers,7839,5,,636210,0,,50.79677500000000,PI/000041934,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.91232200000000,EX20 2DA,2012-10-23,fhrs_5_en-GB,5,,FHRS,0
314199,Totleigh Barton,Road From Sheepwash Bridge To Higher Lewer Farm,Sheepwash,Devon,Arvon Foundation Ltd,Other catering premises,7841,5,,441399,0,,50.83734800000000,PI/000014297,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.12320400000000,EX21 5NS,2012-08-20,fhrs_5_en-GB,5,,FHRS,0
314200,Ashbury Hotel & Golf Club,Higher Maddaford,Road From Glenover To Southcott Cross,Southcott,Ashbury Golf Hotel,Hotel/bed & breakfast/guest house,7842,5,,168302,0,,50.73698300000000,PI/000012918,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.05922000000000,EX20 4NL,2014-03-24,fhrs_4_en-GB,4,,FHRS,10
314201,Pixies Holt,Road From Dartmeet Bridge To Hexworthy Cross,Princetown,Devon,Babcock Learning & Dev Partnership,Other catering premises,7841,0,,485263,0,,50.54504100000000,PI/000041272,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.87696400000000,PL20 6SG,2014-03-21,fhrs_5_en-GB,5,,FHRS,5
314202,First Floor Flat,69 West Street,Tavistock,Devon,Bake Believe,Other catering premises,7841,0,,583373,0,,50.54953400000000,PI/000041149,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14770800000000,PL19 8AJ,2013-08-16,fhrs_5_en-GB,5,,FHRS,5
314203,54 Plymouth Road,Tavistock,Devon,,Bambinos at Sunningdale Day Nursery,Hospitals/Childcare/Caring Premises,5,0,,464843,0,,50.54692100000000,PI/000011187,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.15039900000000,PL19 8BU,2014-06-17,fhrs_5_en-GB,5,,FHRS,0
314204,Road From Pigs Leg Cross To Keasts House,Sourton,Devon,,Bearslake Inn,Restaurant/Cafe/Canteen,1,0,,576984,0,,50.67983200000000,PI/000012962,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.08524000000000,EX20 4HQ,2013-06-13,fhrs_5_en-GB,5,,FHRS,0
314205,Briony,Road From Voulsdon Cross To Bratton Clovelly,Bratton Clovelly,Devon,Bed & Breakfast @ Briony,Hotel/bed & breakfast/guest house,7842,0,,235414,0,,50.70629000000000,PI/000002046,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.17638000000000,EX20 4JX,2014-09-22,fhrs_5_en-GB,5,,FHRS,0
314206,The Bedford Hotel,1 Plymouth Road,Tavistock,Devon,Bedford Hotel,Hotel/bed & breakfast/guest house,7842,5,,410477,0,,50.54929500000000,PI/000011134,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14457800000000,PL19 8BB,2013-11-07,fhrs_4_en-GB,4,,FHRS,10
314207,Beechwood,Road From Clapper Bridge To The Pump House,Postbridge,Devon,Beechwood B&B,Hotel/bed & breakfast/guest house,7842,0,,197804,0,,50.59807700000000,PI/000014439,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.90414200000000,PL20 6SY,2014-09-22,fhrs_5_en-GB,5,,FHRS,0
314208,Road From Highfield To Tavistock Cross,Bere Alston,Devon,,Bere Alston Bowling Club,Restaurant/Cafe/Canteen,1,5,,430626,0,,50.48151200000000,PI/000025315,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.18051100000000,PL20 7DZ,2012-07-05,fhrs_5_en-GB,5,,FHRS,0
314209,Station Road,Bere Alston,Devon,,Bere Alston Primary School,School/college/university,7845,0,,235384,0,,50.48182800000000,PI/000013021,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.19479100000000,PL20 7AU,2014-07-03,fhrs_5_en-GB,5,,FHRS,0
314210,The Parish Hall,Station Road,Bere Alston,Devon,Beregen,Other catering premises,7841,0,,636208,0,,50.48051700000000,PI/000041869,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.19133300000000,PL20 7EJ,2014-01-13,fhrs_5_en-GB,5,,FHRS,0
314211,Tavistock Road,Okehampton,Devon,,Betty Cottles Inn,Pub/bar/nightclub,7843,10,,235410,0,,50.72316100000000,PI/000012913,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.03455600000000,EX20 4LR,2013-10-04,fhrs_4_en-GB,4,,FHRS,10
314212,4 Barley Market Street,Tavistock,Devon,,Bird's Nest Chinese Restaurant,Restaurant/Cafe/Canteen,1,0,,235396,0,,50.55092400000000,PI/000009425,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14499000000000,PL19 0JF,2014-06-19,fhrs_5_en-GB,5,,FHRS,5
314213,Road From Cholwell Farm To Walford House,Mary Tavy,Devon,,Blackdown Nursing Home,Hospitals/Childcare/Caring Premises,5,5,,481566,5,,50.60060500000000,PI/000008588,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.11662600000000,PL19 9QB,2013-11-07,fhrs_4_en-GB,4,,FHRS,10
314214,28 The Square,Chagford,Devon,,Blacks Delicatessen,Retailers - other,4613,5,,162348,5,,50.67306600000000,PI/000002781,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.83983500000000,TQ13 8AB,2013-06-07,fhrs_5_en-GB,5,,FHRS,5
314215,Road From Blacksmiths Arms To Venn House,Lamerton,Devon,,Blacksmiths Arms,Pub/bar/nightclub,7843,5,,540066,5,,50.56982900000000,PI/000007672,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.19614000000000,PL19 8QR,2014-09-03,fhrs_5_en-GB,5,,FHRS,5
314216,Pannier Market,The Market,Tavistock,,Bob's Cafe,Restaurant/Cafe/Canteen,1,0,,430605,0,,50.55011600000000,PI/000010960,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14347200000000,PL19 0AL,2014-03-25,fhrs_5_en-GB,5,,FHRS,0
314217,South Brentor Farm,Road Past South Brentor Farm,Brentor,Devon,Boo to a Goose,Restaurant/Cafe/Canteen,1,20,,666539,0,,50.60106400000000,PI/000041954,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.15338900000000,PL19 0NW,2014-04-29,fhrs_1_en-GB,1,,FHRS,10
314218,Bowling Green Lane,Hatherleigh,Devon,,Bowling Green Pavillion,Other catering premises,7841,,,197772,,,50.81926900000000,PI/000012791,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.07485000000000,EX20 3HB,2014-10-13,fhrs_exempt_en-GB,Exempt,,FHRS,
314219,11 Brandize Park,Okehampton,Devon,,Bracken Tor House,Hospitals/Childcare/Caring Premises,5,5,,711762,5,,50.73277200000000,PI/000041997,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.00050800000000,EX20 1EQ,2014-06-30,fhrs_5_en-GB,5,,FHRS,5
314220,Road To Lowertown,Sprytown,Devon,,Brambles,Hotel/bed & breakfast/guest house,7842,5,,666523,5,,50.64624100000000,PI/000008046,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.24673600000000,PL16 0AY,2014-03-31,fhrs_5_en-GB,5,,FHRS,5
314221,Brickyard Farm,Holsworthy Road,Hatherleigh,Devon,Brickyard Farm Shop,Manufacturers/packers,7839,0,,683304,0,,50.81269600000000,PI/000003419,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.09338200000000,EX20 3LE,2014-07-02,fhrs_5_en-GB,5,,FHRS,5
314222,Station Road,Bridestowe,Devon,,Bridestowe Methodist Church,Other catering premises,7841,5,,235422,0,,50.68368200000000,PI/000033990,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.10523000000000,EX20 4EJ,2015-02-02,fhrs_5_en-GB,5,,FHRS,0
314223,Fore Street,Bridestowe,Devon,,Bridestowe Primary School,School/college/university,7845,0,,464847,5,,50.68487000000000,PI/000012653,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.10518400000000,EX20 4EL,2014-06-18,fhrs_4_en-GB,4,,FHRS,10
314224,Road From Dartmeet Bridge To Hexworthy Cross,Princetown,Devon,,Brimpts Farm,Restaurant/Cafe/Canteen,1,0,,430594,0,,50.54504100000000,PI/000008204,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.87696400000000,PL20 6SG,2014-06-17,fhrs_5_en-GB,5,,FHRS,0
314225,Village Hall,Road To Village Hall,Broadwoodkelly,Devon,Broadwoodkelly Parish Hall,Other catering premises,7841,5,,622350,0,,50.83567700000000,PI/000002295,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.96505400000000,EX19 8ED,2013-11-12,fhrs_5_en-GB,5,,FHRS,0
314226,79-80 West Street,Tavistock,Devon,,Browns Hotel And Wine Bar,Pub/bar/nightclub,7843,0,,430607,0,,50.54988800000000,PI/000011794,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14653900000000,PL19 8AQ,2013-03-27,fhrs_5_en-GB,5,,FHRS,0
314227,The Bull & Dragon,Road From Friars Hele Cross To Bourna Farm,Meeth,Devon,Bull & Dragon,Pub/bar/nightclub,7843,0,,197813,0,,50.85644900000000,PI/000003736,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.06418100000000,EX20 3EP,2014-03-26,fhrs_5_en-GB,5,,FHRS,5
314228,Castle Cafe,Castle Ham Lodge,Castle Road,Okehampton,Cafe @Castle Ham,Restaurant/Cafe/Canteen,1,10,,699230,10,,50.73386300000000,PI/000042734,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.00504700000000,EX20 1FA,2014-08-29,fhrs_3_en-GB,3,,FHRS,10
314229,1 Market Street,Hatherleigh,Devon,,Cafe de Ville with Cornucopia Deli,Restaurant/Cafe/Canteen,1,0,,520821,5,,50.82177600000000,PI/000041383,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.07242000000000,EX20 3JN,2013-10-22,fhrs_5_en-GB,5,,FHRS,5
314230,3 Church Lane,Tavistock,Devon,,Cafe Liaison,Restaurant/Cafe/Canteen,1,5,,464857,0,,50.54967200000000,PI/000019609,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14556900000000,PL19 8AA,2012-10-09,fhrs_5_en-GB,5,,FHRS,0
314231,Legion House,2 King Street,Tavistock,Devon,Cakes Bakes 'N' Shakes,Takeaway/sandwich shop,7844,0,,177115,5,,50.55024300000000,PI/000040826,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14730300000000,PL19 0DS,2013-08-09,fhrs_5_en-GB,5,,FHRS,5
314232,,,,,Cakes by Hannah,Other catering premises,7841,0,,622356,5,,,PI/000038379,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,,,2013-12-02,fhrs_5_en-GB,5,,FHRS,0
314233,Road From Tuell Down Cross To Blacksmiths Arms,Lamerton,Devon,,Camplehaye Residential Home,Hospitals/Childcare/Caring Premises,5,0,,165224,0,,50.57095000000000,PI/000007671,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.19873400000000,PL19 8QD,2014-03-04,fhrs_5_en-GB,5,,FHRS,5
314234,The Parish Hall,Station Road,Bere Alston,Devon,Carnival Caterering,Restaurant/Cafe/Canteen,1,5,,177144,0,,50.48051700000000,PI/000040872,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.19133300000000,PL20 7EJ,2014-01-13,fhrs_5_en-GB,5,,FHRS,0
314235,Carrs Garage,Road From Tuell Down Cross To Blacksmiths Arms,Lamerton,Devon,Carr's Garage,Retailers - other,4613,0,,169065,0,,50.57376500000000,PI/000014381,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.20917500000000,PL19 8SD,2013-04-29,fhrs_5_en-GB,5,,FHRS,0
314236,Castle Drogo,Road From Coombe To Trennaway Cross,Drewsteignton,Devon,Castle Drogo Restaurant,Restaurant/Cafe/Canteen,1,5,,235376,5,,50.69591000000000,PI/000002902,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.81110700000000,EX6 6PB,2013-08-29,fhrs_5_en-GB,5,,FHRS,5
314237,Road From The Old Chapel To Was Tor Cross,Lydford,Devon,,Castle Inn,Pub/bar/nightclub,7843,0,,464880,0,,50.64320200000000,PI/000041297,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.10810100000000,EX20 4BH,2014-03-25,fhrs_5_en-GB,5,,FHRS,5
314238,Gibbons Meadow,Road From Waye Cross To Parely Hill,Chagford,Devon,Catering Queen,Other catering premises,7841,5,,197819,5,,50.67046200000000,PI/000034284,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.84982400000000,TQ13 8DS,2012-01-16,fhrs_5_en-GB,5,,FHRS,0
314239,Cannon House,5 The Square,Chagford,Devon,Chagford Pharmacy,Retailers - other,4613,5,,711760,5,,50.67326100000000,PI/000041989,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.84004100000000,TQ13 8AA,2014-06-16,fhrs_5_en-GB,5,,FHRS,0
314240,Chagford Church Of England Primary School,Road From Lower Street To Crossways Cross,Chagford,Devon,Chagford Pre-School,School/college/university,7845,5,,171713,0,,50.67668100000000,PI/000021134,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.83642400000000,TQ13 8BZ,2014-06-11,fhrs_5_en-GB,5,,FHRS,5
314241,Chagford Church Of England Primary School,Road From Lower Street To Crossways Cross,Chagford,Devon,Chagford Primary School,School/college/university,7845,5,,162120,5,,50.67668100000000,PI/000002402,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.83642400000000,TQ13 8BZ,2013-06-14,fhrs_5_en-GB,5,,FHRS,5
314242,Swimming Pool,Road From Sandy Park Cross To Crossways Cross,Chagford,Devon,Chagford Swimming Pool,Retailers - other,4613,0,,711759,0,,50.67848400000000,PI/000041988,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.83445600000000,TQ13 8DA,2014-06-12,fhrs_5_en-GB,5,,FHRS,5
314243,Kilworthy House,Kilworthy Road,Tavistock,Devon,Chelfham Senior School,School/college/university,7845,0,,520820,0,,50.57274200000000,PI/000014293,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14560000000000,PL19 0JN,2014-09-11,fhrs_5_en-GB,5,,FHRS,5
314244,Road To North Ward Farm,Bere Alston,Devon,,Chelfham Senior School,School/college/university,7845,0,,540069,0,,50.48717500000000,PI/000013022,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.21214000000000,PL20 7EX,2013-03-18,fhrs_5_en-GB,5,,FHRS,0
314245,Bonnaford,Road Past Hammer Park,Brentor,Devon,Chicks,Hospitals/Childcare/Caring Premises,5,5,,197783,5,,,PI/000020655,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,,,2014-09-03,fhrs_5_en-GB,5,,FHRS,5
314246,61 Whitchurch Road,Tavistock,Devon,,Chollacott Nursing Home,Hospitals/Childcare/Caring Premises,5,0,,235388,0,,50.54203400000000,PI/000012016,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14224400000000,PL19 9BD,2014-07-03,fhrs_5_en-GB,5,,FHRS,5
314247,,,,,Chrissy's Kitchen,Other catering premises,7841,5,,464878,0,,,PI/000041288,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,,,2012-11-05,fhrs_5_en-GB,5,,FHRS,0
314248,24 West Street,Tavistock,Devon,,Chung Ying Chinese Take Away,Takeaway/sandwich shop,7844,10,,197786,5,,50.54921600000000,PI/000011707,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14786300000000,PL19 8AN,2013-06-05,fhrs_4_en-GB,4,,FHRS,5
314249,Peartree,1 Moorland Close,Yelverton,Devon,Claire's Snacks,Mobile caterer,7846,0,,410481,0,,50.47036600000000,PI/000018795,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.10691200000000,PL20 6DD,2012-06-11,fhrs_5_en-GB,5,,FHRS,0
314250,Road From Voulsdon Cross To Bratton Clovelly,Bratton Clovelly,Devon,,Clovelly Inn,Pub/bar/nightclub,7843,10,,197815,10,,50.70700600000000,PI/000002009,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.17703700000000,EX20 4JZ,2015-01-09,fhrs_3_en-GB,3,,FHRS,10
314251,10-12 Market Street,Tavistock,Devon,,Co Operative Group Ltd,Retailers - other,4613,5,,167011,0,,50.55075000000000,PI/000010614,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14663400000000,PL19 0DB,2014-05-29,fhrs_5_en-GB,5,,FHRS,5
314252,1B Brook Street,Tavistock,Devon,,Coffee & Cream (SW) Ltd,Restaurant/Cafe/Canteen,1,5,,481573,0,,50.55139400000000,PI/000041301,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14290800000000,PL19 0HD,2012-11-15,fhrs_5_en-GB,5,,FHRS,0
314253,4-6 Red Lion Yard,Okehampton,Devon,,Coffee at Grants,Restaurant/Cafe/Canteen,1,10,,643904,5,,50.73980700000000,PI/000041906,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.00350100000000,EX20 1AW,2014-04-03,fhrs_4_en-GB,4,,FHRS,5
314254,Road From Pigs Leg Cross To The Highwayman Inn,Sourton,Devon,,Collaven Manor Hotel,Hotel/bed & breakfast/guest house,7842,10,,163519,5,,50.68564200000000,PI/000004855,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.07921200000000,EX20 4HH,2014-06-26,fhrs_4_en-GB,4,,FHRS,5
314255,20 Brook Street,Tavistock,Devon,,Cooperative,Retailers - supermarkets/hypermarkets,7840,5,,166402,5,,50.55087800000000,PI/000009513,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14309700000000,PL19 0BJ,2013-06-05,fhrs_5_en-GB,5,,FHRS,5
314256,24 Bridge Street,Hatherleigh,Devon,,Cooperative Group (CWS) Ltd,Retailers - other,4613,0,,410471,0,,50.82048500000000,PI/000003204,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.07220600000000,EX20 3HY,2014-10-13,fhrs_5_en-GB,5,,FHRS,5
314257,The Copper Penny Inn,Road From Woodovis Farm To Chipshop,Lamerton,Devon,Copper Penny Chipshop,Pub/bar/nightclub,7843,5,,464885,10,,50.55487200000000,PI/000041327,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.20803800000000,PL19 8NT,2014-09-23,fhrs_3_en-GB,3,,FHRS,10
314258,The Copper Penny Inn,Road From Woodovis Farm To Chipshop,Lamerton,Devon,Copper Penny Farm Shop,Retailers - other,4613,10,,701931,10,,50.55487200000000,PI/000042599,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.20803800000000,PL19 8NT,2014-09-11,fhrs_3_en-GB,3,,FHRS,10
314259,44 Brook Street,Tavistock,Devon,,Costa Coffee,Restaurant/Cafe/Canteen,1,5,,464862,5,,50.55152400000000,PI/000023190,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14219400000000,PL19 0HE,2014-08-25,fhrs_5_en-GB,5,,FHRS,5
314260,Stannary Court,57 Exeter Road,Okehampton,Devon,Costcutter - Okehampton,Retailers - other,4613,,,693140,,,,PI/000022397,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,,,2014-07-29,fhrs_exempt_en-GB,Exempt,,FHRS,
314261,Market Road,Tavistock,Devon,,Country Cheeses-Natural Life,Retailers - other,4613,0,,430604,0,,50.55101200000000,PI/000010618,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14263700000000,PL19 0BW,2014-06-17,fhrs_5_en-GB,5,,FHRS,0
314262,Felldownhead,Road From Angars Ball To Felldownhead Cross,Bradstone,Devon,Countryman Cider,Manufacturers/packers,7839,0,,168372,0,,50.59829000000000,PI/000013048,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.29573300000000,PL19 0QR,2014-06-04,fhrs_5_en-GB,5,,FHRS,5
314263,Southill Bungalow,Road From Southill Cross To Yeo Cross,Chagford,Devon,Crafty Cooks,Other catering premises,7841,5,,433839,5,,50.66786400000000,PI/000041274,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.87390600000000,TQ13 8ES,2012-08-02,fhrs_5_en-GB,5,,FHRS,5
314264,2A Lisbon Villas,Road From Knighton To The Angle,Crapstone,Devon,Crapstone Post Office & Stores,Retailers - other,4613,5,,464827,0,,50.49106400000000,PI/000006715,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.11278200000000,PL20 7PH,2012-10-01,fhrs_5_en-GB,5,,FHRS,0
314265,Crelake House Residential Care Home,4 Whitchurch Road,Tavistock,Devon,Crelake Care Ltd,Hospitals/Childcare/Caring Premises,5,5,,464882,0,,50.54465300000000,PI/000041320,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-4.14463500000000,PL19 9BB,2013-06-28,fhrs_5_en-GB,5,,FHRS,5
314266,1 Sterlings Way,Okehampton,Devon,,Crumbs,Other catering premises,7841,5,,557492,0,,50.74464400000000,PI/000035610,081,eh@westdevon.gov.uk,West Devon,http://www.westdevon.gov.uk,-3.98730700000000,EX20 1FP,2013-05-23,fhrs_5_en-GB,5,,FHRS,0
