,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
195364,Abbot Hall,Kirkhead Road,,Grange-Over-Sands,Abbot Hall,Restaurant/Cafe/Canteen,1,0,,328693,0,,54.17343000000000,1424,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.92648300000000,LA11 7BG,2013-11-25,fhrs_5_en-GB,5,,FHRS,0
195365,Abbot Hall,Kirkland,,Kendal,Abbot Hall Coffee Shop,Restaurant/Cafe/Canteen,1,0,,299812,0,,54.32396500000000,710,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.73904000000000,LA9 5AJ,2014-10-14,fhrs_5_en-GB,5,,FHRS,5
195366,Abbot Park Farm,Bandrake Head,,Ulverston,Abbot Park Tearoom,Other catering premises,7841,5,,328925,0,,54.28370300000000,7119,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-3.05718600000000,LA12 8HW,2014-09-19,fhrs_5_en-GB,5,,FHRS,5
195367,Dunmail Raise Cottage,Grasmere,,Ambleside,Achille Ratti,Hotel/bed & breakfast/guest house,7842,0,,669344,0,,54.47692500000000,5849,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-3.03230200000000,LA22 9RS,2014-06-04,fhrs_4_en-GB,4,,FHRS,10
195368,The Institute,Allithwaite,,Grange-Over-Sands,Acorn Montessori Nursery School,Hospitals/Childcare/Caring Premises,5,0,,299008,0,,54.18038000000000,11674,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.94116400000000,LA11 7QG,2013-09-12,fhrs_5_en-GB,5,,FHRS,0
195369,,1 Park Avenue,,Windermere,Adam Place Guest House,Hotel/bed & breakfast/guest house,7842,5,,299246,0,,54.37410000000000,1451,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90464200000000,LA23 2AR,2014-11-18,fhrs_5_en-GB,5,,FHRS,0
195370,,,,,Advent Gift Boxes,Other catering premises,7841,,,452244,,,,51248,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,,,2012-09-25,fhrs_exempt_en-GB,Exempt,,FHRS,
195371,,16a Crescent Road,,Windermere,AF Huddleston's Butchers Ltd,Retailers - other,4613,5,,299682,0,,54.37809100000000,458,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90576100000000,LA23 1DT,2012-10-09,fhrs_5_en-GB,5,,FHRS,0
195372,,Hampton House,,Kents Bank Road,Ainsworth Specialist Grocer,Retailers - other,4613,5,,328839,0,,54.19145800000000,369,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.91244900000000,LA11 7EY,2013-12-02,fhrs_5_en-GB,5,,FHRS,5
195373,Snowdrop Villa,Ayside,,Grange-Over-Sands,Airey's Farm Shop,Retailers - other,4613,10,,328987,5,,54.24327800000000,951,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.92583800000000,LA11 6JE,2013-08-21,fhrs_4_en-GB,4,,FHRS,5
195374,,99 Stricklandgate,,Kendal,Airey's Newsagents,Retailers - other,4613,,,299482,,,54.32990200000000,1899,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.74677400000000,LA9 4RA,2014-10-09,fhrs_exempt_en-GB,Exempt,,FHRS,
195375,Kendal Indoor Market,Westmorland Shopping Centre,,Kendal,AJ's,Restaurant/Cafe/Canteen,1,5,,328599,10,,54.32903100000000,10892,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.74657400000000,LA9 4LR,2013-08-06,fhrs_4_en-GB,4,,FHRS,5
195376,Low Wray National Trust Campsite,Low Wray,,Ambleside,Al Fresco's,Takeaway/sandwich shop,7844,5,,700073,0,,54.40082000000000,68452,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96607700000000,LA22 0JA,2014-08-07,fhrs_5_en-GB,5,,FHRS,5
195377,Aldi,Queen Katherines Avenue,,Kendal,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,0,,299748,0,,54.34174400000000,595,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.73405300000000,LA9 6DU,2013-03-15,fhrs_5_en-GB,5,,FHRS,0
195378,The Castle Green Hotel In Kendal,Castle Green Lane,,Kendal,Alexander's,Pub/bar/nightclub,7843,5,,328727,5,,54.32279100000000,15378,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.72203000000000,LA9 6RG,2013-10-08,fhrs_5_en-GB,5,,FHRS,5
195379,,,,,Alison Thompson Catering,Other catering premises,7841,5,,298841,0,,,10294,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,,,2014-12-02,fhrs_5_en-GB,5,,FHRS,0
195380,,3 High Street,,Windermere,All Seasons Guest House,Hotel/bed & breakfast/guest house,7842,5,,299163,0,,54.38028400000000,1356,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90579400000000,LA23 1AF,2012-10-26,fhrs_5_en-GB,5,,FHRS,0
195381,Allithwaite C E Primary School,Church Road,,Allithwaite,Allithwaite CE Primary School,School/college/university,7845,5,,298858,5,,54.18388500000000,1040,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.94242300000000,LA11 7RD,2013-12-30,fhrs_5_en-GB,5,,FHRS,5
195382,Allithwaite Post Office,Church Road,,Allithwaite,Allithwaite Post Office,Retailers - other,4613,,,299754,,,54.18149200000000,607,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.94036100000000,LA11 7QH,2012-11-30,fhrs_exempt_en-GB,Exempt,,FHRS,
195383,Alpine Restaurant,1 Grosvenor Terrace,,Bowness on Windermere,Alpine Restaurant,Restaurant/Cafe/Canteen,1,10,,328797,5,,54.36550700000000,219,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.91785800000000,LA23 3BS,2013-10-22,fhrs_3_en-GB,3,,FHRS,10
195384,,,,,Amazing Grazing,Other catering premises,7841,10,,594929,5,,,68196,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,,,2013-10-11,fhrs_4_en-GB,4,,FHRS,5
195385,Amber Court Restaurant,Main Street,,Grange Over Sands,Amber Court Restaurant,Restaurant/Cafe/Canteen,1,5,,328841,5,,54.19281400000000,377,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.91022600000000,LA11 6AB,2014-01-22,fhrs_5_en-GB,5,,FHRS,5
195386,Iveing Cottage,Old Lake Road,,Ambleside,Ambleside Backpackers,Hotel/bed & breakfast/guest house,7842,0,,299705,0,,54.42774000000000,498,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96125300000000,LA22 0DJ,2014-11-11,fhrs_5_en-GB,5,,FHRS,0
195387,St Johns Ambulance Hall,Stock Ghyll Lane,,Ambleside,Ambleside Country Market,Retailers - other,4613,0,,298823,0,,,100,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,,,2014-03-14,fhrs_5_en-GB,5,,FHRS,0
195388,Scotts Cafe,Waterhead,,Ambleside,Ambleside Fish and Chips,Restaurant/Cafe/Canteen,1,10,,299667,5,,54.41960100000000,433,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96188000000000,LA22 0EY,2014-05-13,fhrs_4_en-GB,4,,FHRS,5
195389,Ambleside Lodge,Rothay Road,,Ambleside,Ambleside Lodge,Hotel/bed & breakfast/guest house,7842,5,,441671,5,,54.42872000000000,855,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96685600000000,LA22 0EJ,2013-03-01,fhrs_5_en-GB,5,,FHRS,5
195390,,Vicarage Road,,Ambleside,Ambleside Parish Centre,Other catering premises,7841,,,441682,,,54.43126900000000,9326,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96497400000000,LA22 9DH,2012-12-05,fhrs_exempt_en-GB,Exempt,,FHRS,
195391,Ambleside Park Hotel,Borrans Road,,Ambleside,Ambleside Park Hotel,Restaurant/Cafe/Canteen,1,0,,299951,0,,54.42227300000000,902,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96491700000000,LA22 0EW,2014-01-20,fhrs_5_en-GB,5,,FHRS,0
195392,"The Palindrome Building,",Old Lake Road,,Ambleside,Ambleside Pizza and Ambleside Artisan Bakery,Other catering premises,7841,0,,299941,5,,54.42708500000000,8933,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96113000000000,LA22 0DH,2014-01-29,fhrs_5_en-GB,5,,FHRS,0
195393,Ambleside C Of E Primary School,Vicarage Road,,Ambleside,Ambleside Primary School,School/college/university,7845,0,,299718,0,,54.43126900000000,52,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96497400000000,LA22 9DH,2013-02-08,fhrs_5_en-GB,5,,FHRS,5
195394,Ambleside Tavern,Compston Road,,Ambleside,Ambleside Tavern,Pub/bar/nightclub,7843,5,,299712,0,,54.43205200000000,509,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96377500000000,LA22 9DR,2013-02-08,fhrs_5_en-GB,5,,FHRS,5
195395,,30 Cavendish Street,,Ulverston,Amigos the Mexican,Restaurant/Cafe/Canteen,1,5,,299592,5,,54.19442300000000,280,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-3.09589200000000,LA12 7AD,2012-12-20,fhrs_5_en-GB,5,,FHRS,5
195396,"Unit 6, Airfield Approach Busi",Moor Lane,,Flookburgh,Andrew Southcott Catering,Other catering premises,7841,5,,299626,0,,54.16614300000000,345,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96841100000000,LA11 7LS,2014-03-07,fhrs_5_en-GB,5,,FHRS,0
195397,Ambleside House,Church Street,,Ambleside,Angela's Place,Restaurant/Cafe/Canteen,1,10,,376435,10,,54.43083300000000,63981,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96334500000000,LA22 0BU,2014-03-05,fhrs_3_en-GB,3,,FHRS,10
195398,,Ann Street,,Kendal,Ann House Care Home with Nursing,Hospitals/Childcare/Caring Premises,5,5,,669349,5,,54.33084000000000,68291,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.73897900000000,LA9 6AA,2014-04-08,fhrs_5_en-GB,5,,FHRS,5
195399,,,,,Anne Maria Dalton,Other catering premises,7841,5,,620978,0,,,47838,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,,,2013-05-24,fhrs_5_en-GB,5,,FHRS,0
195400,,,,,Annies,Other catering premises,7841,5,,441640,0,,,30335,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,,,2012-07-18,fhrs_5_en-GB,5,,FHRS,0
195401,,48 Craig Walk,,Windermere,Annisgarth B&B,Hotel/bed & breakfast/guest house,7842,10,,441529,5,,54.36717100000000,10080,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.91173900000000,LA23 2JT,2013-11-25,fhrs_4_en-GB,4,,FHRS,0
195402,Aphrodities,Longtail Hill,,Bowness-on-Windermere,Aphrodites Lodge,Hotel/bed & breakfast/guest house,7842,5,,299309,5,,54.35282900000000,1542,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.92208400000000,LA23 3JD,2013-12-05,fhrs_5_en-GB,5,,FHRS,5
195403,"Appetisers, Chapel Close",Chapel Lane,,Kirkby Lonsdale,Appetisers,Takeaway/sandwich shop,7844,5,,299668,0,,54.20234000000000,435,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.59733400000000,LA6 2SH,2013-08-07,fhrs_5_en-GB,5,,FHRS,5
195404,,,,,Appetisers,Other catering premises,7841,0,,683262,0,,,42564,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,,,2014-07-09,fhrs_5_en-GB,5,,FHRS,0
195405,Apple Pie Eating House,Rydal Road,,Ambleside,Apple Pie Eating House and Bakery Ltd,Restaurant/Cafe/Canteen,1,5,,299762,0,,54.43313900000000,621,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96383100000000,LA22 9AN,2014-05-01,fhrs_5_en-GB,5,,FHRS,0
195406,Applegarth Villa,College Road,,Windermere,Applegarth Villa,Hotel/bed & breakfast/guest house,7842,5,,299681,0,,54.37919600000000,457,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90700200000000,LA23 1BU,2014-03-12,fhrs_5_en-GB,5,,FHRS,0
195407,,59-61 Market Street,,Ulverston,Appleseeds Health Store Ltd,Retailers - other,4613,10,,441689,0,,54.19554100000000,966,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-3.09343800000000,LA12 7LT,2013-11-25,fhrs_4_en-GB,4,,FHRS,5
195408,Applethwaite Green,Phoenix Way,,Windermere,Applethwaite Green,Hospitals/Childcare/Caring Premises,5,5,,299306,0,,54.38057000000000,1539,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90952600000000,LA23 1BB,2014-02-03,fhrs_5_en-GB,5,,FHRS,5
195409,,20 Natland Road,,Kendal,Appletree Treatment Centre,Hospitals/Childcare/Caring Premises,5,0,,298872,5,,54.31454600000000,10538,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.74179200000000,LA9 7LT,2013-09-20,fhrs_5_en-GB,5,,FHRS,5
195410,Fell House,Grange Fell Road,,Grange Over Sands,Appletree Treatment Centre,Hospitals/Childcare/Caring Premises,5,0,,299952,0,,54.19298400000000,903,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.91390800000000,LA11 6AS,2013-11-25,fhrs_5_en-GB,5,,FHRS,0
195411,,13 College Road,,Windermere,Archway Guest House,Hotel/bed & breakfast/guest house,7842,5,,299335,0,,54.37919600000000,1582,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90700200000000,LA23 1BU,2012-10-26,fhrs_5_en-GB,5,,FHRS,0
195412,,Crosthwaite,,Kendal,Argles Memorial Hall,Other catering premises,7841,,,299967,,,54.31633758544920,9159,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.86657190322876,LA8 8HX,2012-12-05,fhrs_exempt_en-GB,Exempt,,FHRS,
195413,"Units 1 And 2, Argos Distribut",Westmorland Shopping Centre,,Kendal,Argos Distributors Ltd.,Retailers - other,4613,,,299496,,,54.32903100000000,1916,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.74657400000000,LA9 4LR,2014-03-05,fhrs_exempt_en-GB,Exempt,,FHRS,
195414,,8 Wainwrights Yard,,Kendal,Armstrong Ward,Restaurant/Cafe/Canteen,1,0,,299954,0,,54.32819500000000,9035,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.74808100000000,LA9 4DP,2013-09-26,fhrs_5_en-GB,5,,FHRS,5
195415,Educational Institute,Church Hill,,Arnside,Arnie's After School Club,Hospitals/Childcare/Caring Premises,5,5,,328790,5,,54.20197400000000,1988,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83311800000000,LA5 0DF,2012-10-10,fhrs_4_en-GB,4,,FHRS,10
195416,Arnside Chip Shop,Promenade,,Arnside,Arnside Chip Shop,Takeaway/sandwich shop,7844,5,,299646,0,,54.20370200000000,395,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83140500000000,LA5 0HF,2013-08-28,fhrs_5_en-GB,5,,FHRS,5
195417,Village Hall,Orchard Road,,Arnside,Arnside Country Market,Retailers - other,4613,0,,298941,0,,54.20029400000000,11149,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83293100000000,LA5 0DP,2014-05-09,fhrs_5_en-GB,5,,FHRS,0
195418,,29 The Promenade,,Arnside,Arnside House,Retailers - other,4613,5,,299763,5,,54.20218800000000,622,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83457800000000,LA5 0HA,2014-10-03,fhrs_5_en-GB,5,,FHRS,5
195419,,Chapel Lane,,Arnside,Arnside Methodist Church,Other catering premises,7841,,,298900,,,54.19994100000000,10810,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83335300000000,LA5 0AQ,2012-12-05,fhrs_exempt_en-GB,Exempt,,FHRS,
195420,Educational Institute,Church Hill,,Arnside,Arnside Playgroup,Hospitals/Childcare/Caring Premises,5,,,299543,,,54.20197400000000,2261,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83311800000000,LA5 0DF,2014-03-07,fhrs_exempt_en-GB,Exempt,,FHRS,
195421,,Orchard Road,,Arnside,Arnside Village Hall,Other catering premises,7841,,,441649,,,54.20029400000000,567,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83293100000000,LA5 0DP,2014-05-09,fhrs_exempt_en-GB,Exempt,,FHRS,
195422,,100 Main Street,,Grange Over Sands,Aroma,Restaurant/Cafe/Canteen,1,5,,328570,5,,54.19378700000000,10203,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90874500000000,LA11 6DP,2014-08-11,fhrs_5_en-GB,5,,FHRS,5
195423,,11 Wainwrights Yard,,Kendal,Artisan Restaurant in Booths,Restaurant/Cafe/Canteen,1,5,,299940,0,,54.32819500000000,8926,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.74808100000000,LA9 4DP,2014-09-04,fhrs_5_en-GB,5,,FHRS,0
195424,Asda,Burton Road,,Kendal,ASDA,Retailers - supermarkets/hypermarkets,7840,0,,299678,5,,54.31154500000000,452,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.73582100000000,LA9 7JA,2014-07-02,fhrs_5_en-GB,5,,FHRS,5
195425,Asda,Burton Road,,Kendal,Asda Cafe,Pub/bar/nightclub,7843,5,,298827,0,,54.31154500000000,10059,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.73582100000000,LA9 7JA,2013-07-01,fhrs_5_en-GB,5,,FHRS,0
195426,Ash Cottage Hotel and Restaurant,Red Lion Square,,Ambleside,Ash Cottage Hotel and Restaurant,Hotel/bed & breakfast/guest house,7842,5,,328933,0,,54.45881000000000,752,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-3.02461100000000,LA22 9SP,2013-09-30,fhrs_4_en-GB,4,,FHRS,10
195427,,The Promenade,,Arnside,Ashmeadow,Hospitals/Childcare/Caring Premises,5,0,,299910,0,,54.20072400000000,8582,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83707800000000,LA5 0AD,2012-12-03,fhrs_5_en-GB,5,,FHRS,0
195428,,Main Street,,Grange Over Sands,At Home Cafe and Bistro,Restaurant/Cafe/Canteen,1,5,,298959,0,,54.19281400000000,1134,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.91022600000000,LA11 6AB,2015-01-05,fhrs_5_en-GB,5,,FHRS,5
195429,,Park Road,,Windermere,ATC Adventure Centre,Hotel/bed & breakfast/guest house,7842,0,,299160,0,,54.37437600000000,1353,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90264700000000,LA23 2BJ,2014-11-10,fhrs_5_en-GB,5,,FHRS,0
195430,Lancaster House,Lake Road,,Ambleside,Atelier,Restaurant/Cafe/Canteen,1,5,,328680,0,,54.43033000000000,13867,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.96216200000000,LA22 0AD,2013-10-24,fhrs_5_en-GB,5,,FHRS,0
195431,,North Lonsdale Terrace,,Ulverston,Auction Mart Cafe,Restaurant/Cafe/Canteen,1,10,,328846,5,,54.19799900000000,40,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-3.05632600000000,LA12 9AV,2013-08-13,fhrs_3_en-GB,3,,FHRS,10
195432,The Meadows,39 Castle Road,,Kendal,AUK The Meadows,Hospitals/Childcare/Caring Premises,5,0,,300011,0,,54.32901700000000,9623,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.73422600000000,LA9 7AU,2014-10-08,fhrs_5_en-GB,5,,FHRS,5
195433,,Cavendish Street,,Cartmel,Aulis RD,Restaurant/Cafe/Canteen,1,0,,626280,0,,54.20145100000000,68236,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.95445800000000,LA11 6QA,2014-01-15,fhrs_5_en-GB,5,,FHRS,0
195434,,,,,Aunt Sallys,Mobile caterer,7846,5,,669346,0,,,68053,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,,,2014-04-25,fhrs_5_en-GB,5,,FHRS,5
195435,Aunty Vals Tea Shop,Church Street,,Windermere,Aunty Val's Tea Rooms,Restaurant/Cafe/Canteen,1,10,,328746,5,,54.36434800000000,1626,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.92129500000000,LA23 3DG,2013-02-07,fhrs_4_en-GB,4,,FHRS,0
195436,,29 Broad Street,,Windermere,Autumn Leaves Guest House,Hotel/bed & breakfast/guest house,7842,5,,299973,5,,54.37658200000000,920,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.90446600000000,LA23 2AB,2013-12-13,fhrs_5_en-GB,5,,FHRS,5
195437,,57 Main Street,,Kirkby Lonsdale,Avanti,Restaurant/Cafe/Canteen,1,5,,299237,5,,54.20263000000000,14440,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.59683300000000,LA6 2AH,2013-07-29,fhrs_5_en-GB,5,,FHRS,5
195438,,51 Silverdale Road,,Arnside,Averys of Arnside,Retailers - other,4613,5,,328899,5,,54.19890600000000,615,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.83357700000000,LA5 0AL,2014-11-12,fhrs_5_en-GB,5,,FHRS,5
195439,Aynsome Manor Park,Aynsome Lane,,Cartmel,Aynsome Manor Hotel,Restaurant/Cafe/Canteen,1,0,,299898,0,,54.21026400000000,84,060,dehcrm@southlakeland.gov.uk,South Lakeland,http://www.southlakeland.gov.uk,-2.94575300000000,LA11 6HH,2014-04-10,fhrs_5_en-GB,5,,FHRS,5
