,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
66201,House 1,Amberley House,Cedar Close,Eckington,Amberley Core Unit,Hospitals/Childcare/Caring Premises,5,5,,351257,5,,53.30373500000000,PI/000100258,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.37149500000000,S21 4BA,2011-09-23,fhrs_5_en-GB,5,,FHRS,5
66202,Amberley Nursing Home,Cedar Close,Eckington,Sheffield,Amberley House Nursing Home,Hospitals/Childcare/Caring Premises,5,0,,593983,0,,53.30373500000000,PI/000124815,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.37149500000000,S21 4BA,2013-07-19,fhrs_5_en-GB,5,,FHRS,5
66203,Meadow View Residential Nursing Hom,Church Lane,Calow,Chesterfield,Amberley Nursing Home,Hospitals/Childcare/Caring Premises,5,5,,732304,5,,53.23458300000000,14/00153/COMM,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.38873200000000,S44 5AG,2015-01-07,fhrs_5_en-GB,5,,FHRS,5
66204,Bt Local Business Stadium,Sheffield Road,Dronfield,,AMC Catering,Restaurant/Cafe/Canteen,1,5,,622768,5,,53.30255500000000,PI/000131743,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.47106000000000,S18 2DH,2013-11-25,fhrs_5_en-GB,5,,FHRS,5
66205,,,,,Amy's Cupcakes And Cakes,Other catering premises,7841,5,,510530,5,,,PI/000131348,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-02-18,fhrs_5_en-GB,5,,FHRS,5
66206,42 Heath Road,Holmewood,Chesterfield,,Anaarkali,Restaurant/Cafe/Canteen,1,,,351637,,,53.18847600000000,PI/000129901,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.35418900000000,S42 5RA,2014-11-27,fhrs_5_en-GB,5,,FHRS,
66207,,,,,Ananda Foods,Other catering premises,7841,5,,510499,5,,,PI/000130956,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-04-19,fhrs_5_en-GB,5,,FHRS,5
66208,Greenbank,Hockley Lane,Ashover,Chesterfield,Andrassy Fine Wines Ltd,Retailers - other,4613,,,351462,,,53.16070300000000,PI/000102922,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.47777000000000,S45 0ER,2013-03-01,fhrs_exempt_en-GB,Exempt,,FHRS,
66209,,,,,Ankerbold Farm,Retailers - other,4613,10,,351048,5,,,PI/000001252,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-03-01,fhrs_3_en-GB,3,,FHRS,10
66210,West Street,Eckington,Sheffield,,April Park Nursing Home,Hospitals/Childcare/Caring Premises,5,5,,351227,10,,53.30581500000000,PI/000073858,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.36870300000000,S21 4GA,2014-09-30,fhrs_4_en-GB,4,,FHRS,5
66211,Chesterfield Road,Duckmanton,Chesterfield,,Arkwright Arms,Pub/bar/nightclub,7843,5,,351070,5,,53.23727700000000,PI/000015316,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.34256200000000,S44 5JG,2014-02-07,fhrs_5_en-GB,5,,FHRS,5
66212,School Lane,Arkwright Town,Chesterfield,,Arkwright Primary School,School/college/university,7845,5,,351184,5,,53.23579900000000,PI/000060880,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.36180700000000,S44 5BZ,2014-06-10,fhrs_5_en-GB,5,,FHRS,0
66213,Hardwick Drive,Arkwright Town,Chesterfield,,Arkwright Town Miners Welfare,Pub/bar/nightclub,7843,10,,351513,10,,53.23447500000000,PI/000112704,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.36121300000000,S44 5BS,2013-07-09,fhrs_3_en-GB,3,,FHRS,10
66214,Post Office,38 Hardwick Drive,Arkwright Town,Chesterfield,Arkwright Town Post Office & Store,Retailers - other,4613,10,,351298,10,,53.23447500000000,PI/000100659,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.36121300000000,S44 5BS,2014-06-10,fhrs_4_en-GB,4,,FHRS,0
66215,Ashgate Road,Ashgate,Chesterfield,,Ash Green Specialist Learning Disability Services,Hospitals/Childcare/Caring Premises,5,5,,351049,5,,53.23930600000000,PI/000002187,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.48065000000000,S42 7JE,2014-09-10,fhrs_5_en-GB,5,,FHRS,5
66216,Ashgate House Nursing Home,Ashgate Road,Ashgate,Chesterfield,Ashgate Care Limited,Hospitals/Childcare/Caring Premises,5,5,,351238,5,,53.23930600000000,PI/000100025,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.48065000000000,S42 7JE,2014-03-06,fhrs_5_en-GB,5,,FHRS,5
66217,Ashgate Road,Ashgate,Chesterfield,,Ashgate Hospice,Hospitals/Childcare/Caring Premises,5,5,,351050,5,,53.24027400000000,PI/000002215,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.47996400000000,S42 7JD,2014-03-12,fhrs_5_en-GB,5,,FHRS,5
66218,,,,,Ashley Catering,Mobile caterer,7846,5,,351451,5,,,PI/000102768,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-03-06,fhrs_5_en-GB,5,,FHRS,5
66219,,,,,Ashmore House,Retailers - other,4613,5,,351121,5,,,PI/000035318,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-02-07,fhrs_5_en-GB,5,,FHRS,5
66220,Sports Pavilion,Milken Lane,Far Hill,Ashover,Ashover Cricket Club,Pub/bar/nightclub,7843,0,,351364,0,,53.16611600000000,PI/000101344,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.47155600000000,,1996-10-23,fhrs_5_en-GB,5,,FHRS,0
66221,Moor Road,Ashover,Chesterfield,Derbyshire,Ashover Post Office,Retailers - other,4613,,,351156,,,53.16585200000000,PI/000048102,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.47930800000000,S45 0BN,2013-03-07,fhrs_exempt_en-GB,Exempt,,FHRS,
66222,Narrowleys Lane,Ashover,Chesterfield,,Ashover Primary School,School/college/university,7845,10,,351158,5,,53.16606300000000,PI/000048659,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.48238600000000,S45 0AU,2014-03-13,fhrs_3_en-GB,3,,FHRS,10
66223,40 - 42 Chesterfield Road,Dronfield,,,Ayesha's Restaurant,Restaurant/Cafe/Canteen,1,10,,351265,10,,53.30109700000000,PI/000100317,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.46674100000000,S18 2XB,2013-10-16,fhrs_3_en-GB,3,,FHRS,10
66224,29 Church Lane,Temple Normanton,Chesterfield,,B And B Church Villa,Hotel/bed & breakfast/guest house,7842,5,,594020,5,,53.20251200000000,PI/000131164,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.37514600000000,S42 5DB,2014-09-19,fhrs_5_en-GB,5,,FHRS,5
66225,,,,,Bakey Wakey Woo,Other catering premises,7841,5,,664209,5,,,14/00083/COMM,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2014-04-30,fhrs_5_en-GB,5,,FHRS,5
66226,,,,,Bam's Cupcakes And Bakes,Other catering premises,7841,0,,664171,0,,,14/00015/COMM,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2014-02-25,fhrs_5_en-GB,5,,FHRS,0
66227,Renishaw Service Station,Station Road,Renishaw,Sheffield,Bargain Booze,Retailers - other,4613,5,,351201,5,,53.29997900000000,PI/000066451,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.33691900000000,S21 3WF,2013-02-01,fhrs_5_en-GB,5,,FHRS,5
66228,Langer Lane,Wingerworth,Chesterfield,,Barley Mow Inn,Pub/bar/nightclub,7843,5,,351127,5,,53.20392100000000,PI/000038458,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.44370900000000,S42 6TX,2014-05-15,fhrs_4_en-GB,4,,FHRS,10
66229,Units 5-6,The Shippen Rural Business Centre,Hackney Lane,Barlow,Barlow Brewery,Retailers - other,4613,5,,351641,5,,53.26899000000000,PI/000129939,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.48537300000000,S18 7TR,2013-05-21,fhrs_4_en-GB,4,,FHRS,10
66230,Millcross Lane,Barlow,Dronfield,,Barlow Church Of England School,School/college/university,7845,0,,351151,5,,53.27202600000000,PI/000047371,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.48908600000000,S18 7TA,2009-05-21,fhrs_5_en-GB,5,,FHRS,5
66231,Barlow Village Hall,Millcross Lane,Barlow,Dronfield,Barlow Pre School,Hospitals/Childcare/Caring Premises,5,0,,351623,5,,53.27202600000000,PI/000129648,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.48908600000000,S18 7TA,2013-11-11,fhrs_5_en-GB,5,,FHRS,0
66232,Mill Lane,Old Tupton,Chesterfield,,Batemans Mill Hotel,Pub/bar/nightclub,7843,5,,351153,5,,53.17308400000000,PI/000047548,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.43688200000000,S42 6AE,2014-05-27,fhrs_5_en-GB,5,,FHRS,5
66233,23 High Street,Clay Cross,Chesterfield,,"Beaumanor Care Ltd, The Willow",Hospitals/Childcare/Caring Premises,5,5,,622769,5,,53.16916700000000,PI/000131744,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.41673800000000,S45 9DX,2014-06-23,fhrs_5_en-GB,5,,FHRS,5
66234,2 Callywhite Lane,Dronfield,,,Beer Shop At Dronfield,Retailers - other,4613,5,,732306,5,,53.29958600000000,14/00211/COMM,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.45855200000000,S18 2XP,2015-01-23,fhrs_5_en-GB,5,,FHRS,5
66235,,,,,Bee's,Other catering premises,7841,10,,593964,10,,,PI/000114871,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-10-03,fhrs_3_en-GB,3,,FHRS,5
66236,Windmill Lane,Hundall,Apperknowle,,Berry Bank Farm,Hotel/bed & breakfast/guest house,7842,10,,664186,10,,,14/00048/COMM,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-02-07,fhrs_3_en-GB,3,,FHRS,10
66237,2 The Green,North Wingfield,Chesterfield,,Best One,Retailers - other,4613,10,,492712,10,,53.18183300000000,PI/000130710,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.38813600000000,S42 5LQ,2013-11-21,fhrs_3_en-GB,3,,FHRS,10
66238,62 - 64 Thanet Street,Clay Cross,Chesterfield,,Bestwood Working Mens Club,Pub/bar/nightclub,7843,5,,351489,5,,53.16400600000000,PI/000107105,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.40921000000000,S45 9JU,2014-12-23,fhrs_5_en-GB,5,,FHRS,5
66239,49 Market Street,Eckington,Sheffield,,Bilal's Balti House,Restaurant/Cafe/Canteen,1,10,,351548,10,,53.31025600000000,PI/000116652,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.35546000000000,S21 4EG,2014-06-30,fhrs_3_en-GB,3,,FHRS,10
66240,Chestnut Avenue,Eckington,Sheffield,,Birk Hill Infant School,School/college/university,7845,0,,351077,0,,53.30328700000000,PI/000015763,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.37343700000000,S21 4BE,2013-01-11,fhrs_5_en-GB,5,,FHRS,5
66241,41 Blacksmith Lane,Calow,Chesterfield,,Blacksmith Arms,Pub/bar/nightclub,7843,10,,351056,5,,53.23876200000000,PI/000007708,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.38510700000000,S44 5TT,2013-03-01,fhrs_4_en-GB,4,,FHRS,5
66242,North Wingfield Road,Grassmoor,Chesterfield,,Boot And Shoe Inn,Pub/bar/nightclub,7843,10,,351515,15,,53.19449800000000,PI/000112952,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.39162300000000,S42 5EU,2014-03-12,fhrs_2_en-GB,2,,FHRS,10
66243,3 Sheffield Road,Dronfield,,,Bridge Inn,Pub/bar/nightclub,7843,10,,351188,10,,53.30255500000000,PI/000061914,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.47106000000000,S18 2DH,2012-10-24,fhrs_3_en-GB,3,,FHRS,10
66244,39 Bridge Street,Killamarsh,Sheffield,,Bridge Street Cafe,Other catering premises,7841,0,,703551,5,,53.32430400000000,14/00122/COMM,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.31788000000000,S21 1AH,2014-08-15,fhrs_5_en-GB,5,,FHRS,5
66245,Bridge Street,Pilsley,,,Bridge Street Methodist Church,Other catering premises,7841,,,664177,,,,14/00038/COMM,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2011-08-10,fhrs_exempt_en-GB,Exempt,,FHRS,
66246,20B Bridge Street,Killamarsh,Sheffield,,Bridies Pantry,Restaurant/Cafe/Canteen,1,10,,351608,10,,53.32430400000000,PI/000129049,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.31788000000000,S21 1AH,2014-02-19,fhrs_3_en-GB,3,,FHRS,10
66247,Ward Street,New Tupton,Chesterfield,,Britannia Inn,Pub/bar/nightclub,7843,5,,351223,5,,53.18992200000000,PI/000072644,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.40584600000000,S42 6XP,2013-03-01,fhrs_4_en-GB,4,,FHRS,10
66248,Stretton Service Station,Main Road,Stretton,Alfreton,Brobot Petroleum Ltd,Retailers - other,4613,5,,351342,5,,53.14965400000000,PI/000101091,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.41360900000000,DE55 6EW,2013-03-22,fhrs_4_en-GB,4,,FHRS,10
66249,Holmley Lane,Dronfield,,,Brookview Nursing Home,Hospitals/Childcare/Caring Premises,5,5,,351124,10,,53.30978000000000,PI/000035529,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.47074500000000,S18 2HQ,2014-03-28,fhrs_3_en-GB,3,,FHRS,10
66250,159 Birkinstyle Lane,Stonebroom,Alfreton,,Broom Cottage,Hospitals/Childcare/Caring Premises,5,10,,664176,0,,53.12961300000000,14/00037/COMM,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.39289800000000,DE55 6LD,2012-11-02,fhrs_4_en-GB,4,,FHRS,5
66251,Dronfield Civic Centre Car Park,Dronfield Civic Centre,Dronfield,,"Brown's Fish, Dronfield Market",Retailers - other,4613,,,593951,,,,PI/000102747,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2012-09-27,fhrs_exempt_en-GB,Exempt,,FHRS,
66252,New Road,Holymoorside,Chesterfield,,Bulls Head,Pub/bar/nightclub,7843,5,,351579,5,,53.21809300000000,PI/000118299,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.49546300000000,S42 7EW,2014-03-27,fhrs_5_en-GB,5,,FHRS,5
66253,Main Road,Marsh Lane,Sheffield,,Butchers Arms,Pub/bar/nightclub,7843,10,,351134,5,,53.30791000000000,PI/000043458,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.39139300000000,S21 5RH,2013-08-22,fhrs_4_en-GB,4,,FHRS,5
66254,52 Hartington Road,Dronfield,,,Butler's Bakery,Retailers - other,4613,5,,454680,5,,53.30516400000000,PI/000104231,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.46756100000000,S18 2LF,2014-02-19,fhrs_5_en-GB,5,,FHRS,5
66255,35 Pentland Road,Dronfield Woodhouse,Dronfield,,Butler's The Family Bakers,Manufacturers/packers,7839,5,,454679,5,,53.30166900000000,PI/000101522,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.49476400000000,S18 8ZQ,2013-08-20,fhrs_4_en-GB,4,,FHRS,10
66256,Renishaw Park Golf Club,Mill Lane,Renishaw,,C E M Catering,Restaurant/Cafe/Canteen,1,10,,594054,5,,,PI/000131678,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-09-24,fhrs_4_en-GB,4,,FHRS,5
66257,Yew Tree Farm,Far Lane,Barlow,Dronfield,C G Haslam And Co,Retailers - other,4613,5,,351290,5,,53.27077000000000,PI/000100578,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.52435300000000,S18 7SE,2013-06-21,fhrs_5_en-GB,5,,FHRS,5
66258,Jacksons The Bakers,Pilsley Road,Danesmoor,Chesterfield,Cafe,Restaurant/Cafe/Canteen,1,5,,351630,0,,53.16432100000000,PI/000129733,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.39685100000000,S45 9BU,2012-10-25,fhrs_5_en-GB,5,,FHRS,0
66259,2 Stubley Hollow,Dronfield,,,Cafe @ Climax,Restaurant/Cafe/Canteen,1,,,351688,,,53.30814000000000,PI/000130546,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.48208100000000,S18 1PP,2013-09-04,fhrs_5_en-GB,5,,FHRS,
66260,,,,,Cakes And All Things Nice,Other catering premises,7841,5,,351645,0,,,PI/000130027,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2012-07-31,fhrs_5_en-GB,5,,FHRS,5
66261,,,,,Cakes By Laura Davis,Other catering premises,7841,5,,351647,5,,,PI/000130034,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2013-03-27,fhrs_5_en-GB,5,,FHRS,0
66262,,,,,Cakes From My Kitchen,Other catering premises,7841,0,,351672,0,,,PI/000130347,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,,,2014-05-14,fhrs_5_en-GB,5,,FHRS,5
66263,Unit 2,Hunter Park,Callywhite Lane,Dronfield,Callywhite Cafe,Restaurant/Cafe/Canteen,1,5,,454683,5,,53.29971400000000,PI/000117858,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.45304400000000,S18 2XR,2013-09-18,fhrs_5_en-GB,5,,FHRS,5
66264,North Road,Calow,Chesterfield,,Calow C Of E (v.c) Primary School,School/college/university,7845,0,,427526,5,,53.23640100000000,PI/000110170,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.38920100000000,S44 5BD,2012-07-03,fhrs_5_en-GB,5,,FHRS,0
66265,28 Church Lane,Calow,Chesterfield,,Calow Pharmacy,Retailers - other,4613,,,351270,,,53.23624500000000,PI/000100380,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.38686600000000,S44 5AH,2013-03-01,fhrs_exempt_en-GB,Exempt,,FHRS,
66266,54 Top Road,Calow,Chesterfield,Derbyshire,Calow Post Office,Retailers - other,4613,,,351215,,,53.23385700000000,PI/000070896,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.38553700000000,S44 5SY,2013-02-22,fhrs_exempt_en-GB,Exempt,,FHRS,
66267,Camms Close,Eckington,Sheffield,,Camms Endowed Church Of England Primary School,School/college/university,7845,5,,351501,5,,53.31212100000000,PI/000109647,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.35792300000000,S21 4AU,2013-06-26,fhrs_5_en-GB,5,,FHRS,5
66268,Sunnybank Nursery,Chesterfield Road,Calow,Chesterfield,Cannon Health & Safety Ltd,Hospitals/Childcare/Caring Premises,5,0,,351423,5,,53.23321000000000,PI/000101877,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.37366600000000,S44 5UN,2014-06-27,fhrs_5_en-GB,5,,FHRS,0
66269,Cordwell Lane,Millthorpe,Holmesfield,Dronfield,Carpenter House,Hotel/bed & breakfast/guest house,7842,5,,593891,10,,53.28431800000000,PI/000017770,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.52948200000000,S18 7WH,2013-03-15,fhrs_4_en-GB,4,,FHRS,5
66270,4 Church Street,Pilsley,Chesterfield,,Caspian Fish Bar,Takeaway/sandwich shop,7844,20,,351711,10,,53.15546600000000,PI/000130775,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.36720100000000,S45 8EX,2014-06-30,fhrs_1_en-GB,1,,FHRS,15
66271,Stonelow Road,Dronfield,,,Catholic Church Of The Holy Spirit,Other catering premises,7841,,,594009,,,53.30477600000000,PI/000130516,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.45734600000000,S18 2EP,2013-07-25,fhrs_exempt_en-GB,Exempt,,FHRS,
66272,5 Stubley Lane,Dronfield,,,CBS Dronfield Ltd The Victoria Inn,Pub/bar/nightclub,7843,10,,593944,10,,53.30334400000000,PI/000101800,068,envhealth@ne-derbyshire.gov.uk,North East Derbyshire,http://www.ne-derbyshire.gov.uk/,-1.47891300000000,S18 1PE,2013-01-15,fhrs_3_en-GB,3,,FHRS,10
