,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
289575,Marjorie Baker House,Vicarage Street,Colyton,,Abbeyfield (Colyton) Society,Hospitals/Childcare/Caring Premises,5,0,,170380,5,,50.74135900000000,PI/000017469,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.07088800000000,EX24 6LJ,2013-10-21,fhrs_5_en-GB,5,,FHRS,0
289576,Harding House,101 Salterton Road,Exmouth,,Abbeyfield (Exmouth) Society,Hospitals/Childcare/Caring Premises,5,5,,163038,5,,50.62477500000000,PI/000004116,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.38996800000000,EX8 2NG,2014-05-14,fhrs_5_en-GB,5,,FHRS,5
289577,Stanhope House,36 High Street,Honiton,,Abbeyfield Honiton Society Ltd,Hospitals/Childcare/Caring Premises,5,5,,165627,5,,50.80032400000000,PI/000008281,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.18634100000000,EX14 1PJ,2014-08-11,fhrs_5_en-GB,5,,FHRS,5
289578,Silver Street,Axminster,,,Abbeyfield House,Hospitals/Childcare/Caring Premises,5,5,,164267,5,,50.78103100000000,PI/000006026,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.99846000000000,EX13 5AH,2014-02-24,fhrs_5_en-GB,5,,FHRS,5
289579,Abbeyfield Court,Station Road,Sidmouth,,Abbeyfield Sidmouth Society,Hospitals/Childcare/Caring Premises,5,5,,167675,5,,50.67846300000000,PI/000011892,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.24040400000000,EX10 8NW,2014-08-05,fhrs_5_en-GB,5,,FHRS,5
289580,Culver House,Vicarage Road,Sidmouth,,Abbeyfield Sidmouth Society,Other catering premises,7841,5,,625203,5,,50.68467500000000,11/00019/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.23806200000000,EX10 8UF,2014-01-29,fhrs_5_en-GB,5,,FHRS,0
289581,Abbeyfield Hill House,Combe Raleigh,Honiton,,Abbeyfield Society Hill House,Hospitals/Childcare/Caring Premises,5,5,,171832,0,,50.82169700000000,PI/000021491,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.19805600000000,EX14 4UQ,2014-10-22,fhrs_5_en-GB,5,,FHRS,5
289582,Channel View Cafe,Esplanade,Exmouth,,Aby's,Restaurant/Cafe/Canteen,1,5,,625478,5,,50.61554300000000,13/00207/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41277800000000,EX8 2AZ,2013-12-04,fhrs_5_en-GB,5,,FHRS,5
289583,The Flat,32 Exeter Road,Exmouth,,Ace Catering,Mobile caterer,7846,5,,636852,5,,50.62166800000000,14/00019/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41129400000000,EX8 1PS,2014-03-24,fhrs_5_en-GB,5,,FHRS,5
289584,Spiders Lane,Exmouth,,,Acorn Kindergarten,Hospitals/Childcare/Caring Premises,5,0,,446115,0,,50.63912400000000,PI/000004327,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.39934300000000,EX8 5DS,2013-10-18,fhrs_5_en-GB,5,,FHRS,0
289585,Adelaide Lodge,27 Kings Road,Honiton,,Adelaide Lodge Residential Home,Hospitals/Childcare/Caring Premises,5,5,,165814,5,,50.79979100000000,PI/000008545,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.17852300000000,EX14 1HW,2013-10-01,fhrs_4_en-GB,4,,FHRS,10
289586,The Norman Centre,Station Road,Budleigh Salterton,,Age Concern,Other catering premises,7841,5,,168767,5,,50.63046900000000,PI/000013809,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.32898200000000,EX9 6RJ,2013-11-06,fhrs_5_en-GB,5,,FHRS,5
289587,14 Albion Street,Exmouth,,,Albion Cafe,Restaurant/Cafe/Canteen,1,10,,160429,10,,50.62061800000000,PI/000000046,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41112100000000,EX8 1JL,2014-09-09,fhrs_2_en-GB,2,,FHRS,15
289588,,,,,Alchemy,Retailers - other,4613,5,,625424,10,,,13/00056/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2013-03-25,fhrs_4_en-GB,4,,FHRS,0
289589,Aldi,Exeter Road,Honiton,,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,0,,625440,0,,50.79458900000000,13/00093/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.20796200000000,EX14 1AZ,2013-07-15,fhrs_5_en-GB,5,,FHRS,0
289590,,,,,Alex's Homemade,Retailers - other,4613,5,,731372,5,,,15/00018/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2015-01-22,fhrs_5_en-GB,5,,FHRS,5
289591,Alfington,Ottery St Mary,,,Alfington Stores And Service Station,Retailers - other,4613,5,,625659,5,,50.77097200000000,PI/000010330,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.25992500000000,EX11 1NX,2014-07-24,fhrs_5_en-GB,5,,FHRS,5
289592,135A High Street,Honiton,,,Ali`s Kebab House,Takeaway/sandwich shop,7844,5,,165553,5,,50.79949000000000,PI/000008170,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.19052000000000,EX14 1HR,2013-04-11,fhrs_4_en-GB,4,,FHRS,10
289593,,,,,Alice Emily And Kate's Shop,Retailers - other,4613,5,,625934,5,,,PI/000021788,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2014-10-10,fhrs_5_en-GB,5,,FHRS,5
289594,44 Exeter Road,Exmouth,,,Ali's Kebab Shop,Takeaway/sandwich shop,7844,5,,161541,5,,50.62242800000000,PI/000001570,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41089200000000,EX8 1PY,2013-09-18,fhrs_4_en-GB,4,,FHRS,10
289595,All Saints Church Hall,Church Road,Exmouth,,All Saints Pre-School,Hospitals/Childcare/Caring Premises,5,5,,446114,5,,,PI/000001667,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2014-11-10,fhrs_5_en-GB,5,,FHRS,5
289596,,,,,All Saints Wise Owls,Hospitals/Childcare/Caring Premises,5,5,,632136,5,,,14/00081/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2014-02-04,fhrs_5_en-GB,5,,FHRS,5
289597,Stockland,Honiton,,,Aller Farm,Retailers - other,4613,5,,625801,5,,50.82798200000000,PI/000016073,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.07051200000000,EX14 9EQ,2014-04-10,fhrs_5_en-GB,5,,FHRS,5
289598,40 Harbour Road,Seaton,,,Amore,Restaurant/Cafe/Canteen,1,,,578629,,,50.70428300000000,13/00077/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.06585100000000,EX12 2NA,2013-09-25,fhrs_5_en-GB,5,,FHRS,
289599,Old Fore Street,Sidmouth,,,Anchor Inn,Pub/bar/nightclub,7843,10,,167523,10,,50.67961400000000,PI/000011606,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.23790100000000,EX10 8LP,2014-06-11,fhrs_3_en-GB,3,,FHRS,10
289600,106 St Andrews Road,Exmouth,,,Anchoring Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,10,,585757,5,,50.61724600000000,13/00090/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.42067400000000,EX8 1AT,2013-06-24,fhrs_4_en-GB,4,,FHRS,5
289601,Andrewshayes Caravan Park,Dalwood,Axminster,,Andrewshayes Caravan Site,Restaurant/Cafe/Canteen,1,5,,172097,5,,50.78468100000000,PI/000022242,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.07064300000000,EX13 7DY,2014-04-10,fhrs_4_en-GB,4,,FHRS,10
289602,Tipton St John,Sidmouth,,,Angela Court,Hospitals/Childcare/Caring Premises,5,0,,166814,5,,50.71878800000000,PI/000010242,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.29331600000000,EX10 0AG,2014-07-29,fhrs_5_en-GB,5,,FHRS,5
289603,,,,,Angell Cakes,Retailers - other,4613,0,,699453,5,,,14/00246/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2014-09-03,fhrs_5_en-GB,5,,FHRS,5
289604,Roman Catholic Church,Ottery Moor Lane,Honiton,,Angels Day Care,Hospitals/Childcare/Caring Premises,5,,,625145,,,50.79729100000000,10/00052/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.19801300000000,EX14 1AN,2012-12-12,fhrs_exempt_en-GB,Exempt,,FHRS,
289605,,,,,Anja Von Muhlenen Dunn,Retailers - other,4613,10,,625433,5,,,13/00079/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2013-06-10,fhrs_4_en-GB,4,,FHRS,5
289606,Annies Tea Bar,Yarcombe,,,Annie's Tea Bar Devonshire House Picnic Area A303 Upottery,Restaurant/Cafe/Canteen,1,5,,169933,5,,,PI/000016211,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2013-03-27,fhrs_4_en-GB,4,,FHRS,10
289607,Unit 26,Greendale Business Park,Woodbury Salterton,Exeter,Antonia's Kitchen,Other catering premises,7841,0,,34401,5,,50.69942400000000,10/00114/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.39030500000000,EX5 1EW,2013-09-26,fhrs_5_en-GB,5,,FHRS,5
289608,9 The Strand,Exmouth,,,Antonio's,Restaurant/Cafe/Canteen,1,5,,625460,0,,50.62032700000000,13/00136/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41436300000000,EX8 1AB,2013-10-29,fhrs_5_en-GB,5,,FHRS,0
289609,London Road,Strete Ralegh,Whimple,Exeter,Apple Blossom Day Nursery,Hospitals/Childcare/Caring Premises,5,5,,446118,5,,50.75168500000000,PI/000020785,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.34650400000000,EX5 2PT,2014-06-05,fhrs_4_en-GB,4,,FHRS,10
289610,1 Old Bell House,Victoria Place,Axminster,,Apple Tree Galleries,Restaurant/Cafe/Canteen,1,5,,625402,0,,50.78264300000000,12/00193/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.99825300000000,EX13 5NQ,2013-02-06,fhrs_5_en-GB,5,,FHRS,5
289611,Sidmouth C Of E Primary School,Manstone Avenue,Sidmouth,,Apple Tree Pre-School,Hospitals/Childcare/Caring Premises,5,,,625692,,,50.69640100000000,PI/000011459,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.24072100000000,EX10 9TJ,2014-05-08,fhrs_exempt_en-GB,Exempt,,FHRS,
289612,Applemead House,Station Road,Whimple,Exeter,Applemead,Hospitals/Childcare/Caring Premises,5,5,,625913,5,,50.76843900000000,PI/000020676,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.35431600000000,EX5 2QH,2013-05-09,fhrs_5_en-GB,5,,FHRS,5
289613,23 Victoria Place,Budleigh Salterton,,,Appletree Cottage Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,10,,625434,5,,50.62882500000000,13/00080/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.32883700000000,EX9 6JP,2013-06-28,fhrs_4_en-GB,4,,FHRS,5
289614,Unit 2,Heathpark Way,Honiton,,Argos Limited,Retailers - other,4613,,,625973,,,50.79308200000000,PI/000025399,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.20759600000000,EX14 1BB,2012-01-20,fhrs_exempt_en-GB,Exempt,,FHRS,
289615,The Old Courthouse,Church Street,Axminster,,Arts Cafe,Restaurant/Cafe/Canteen,1,5,,163989,5,,50.78123100000000,PI/000005688,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.99931500000000,EX13 5AQ,2013-09-12,fhrs_4_en-GB,4,,FHRS,10
289616,8 Victoria Road,Exmouth,,,Ash Restaurant,Restaurant/Cafe/Canteen,1,5,,562705,10,,50.61910300000000,13/00046/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41585300000000,EX8 1DL,2014-12-08,fhrs_4_en-GB,4,,FHRS,5
289617,6 Gordon Terrace,Dolphin Road,Beer,Seaton,Ashdale House,Restaurant/Cafe/Canteen,1,20,,530357,5,,50.69812400000000,PI/000016727,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.09384600000000,EX12 3EN,2013-03-28,fhrs_1_en-GB,1,,FHRS,5
289618,Ashfield,18 Windsor Square,Exmouth,,Ashfield Rest Home,Hospitals/Childcare/Caring Premises,5,5,,163461,5,,50.62171700000000,PI/000004779,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.40795900000000,EX8 1JX,2014-09-10,fhrs_5_en-GB,5,,FHRS,5
289619,5-6 Louisa Terrace,Exmouth,,,Ashton Court Hotel,Hotel/bed & breakfast/guest house,7842,10,,162172,10,,50.61536200000000,PI/000002501,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41070900000000,EX8 2AQ,2013-11-13,fhrs_2_en-GB,2,,FHRS,15
289620,Sidmouth College,Primley,Sidmouth,Devon,Aspens Services Ltd,School/college/university,7845,10,,167566,5,,50.69749800000000,PI/000011708,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.23304800000000,EX10 9LG,2013-04-25,fhrs_4_en-GB,4,,FHRS,5
289621,3 High Street,Exmouth,,,Avanti,Restaurant/Cafe/Canteen,1,20,,625418,5,,50.61825400000000,13/00038/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41319900000000,EX8 1NN,2014-09-17,fhrs_1_en-GB,1,,FHRS,10
289622,Summerleaze Farm,Gammons Hill,Kilmington,Axminster,Axe Valley Bird And Animal Park,Restaurant/Cafe/Canteen,1,5,,570336,5,,50.77899400000000,PI/000020388,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.03105300000000,EX13 7RA,2013-10-30,fhrs_5_en-GB,5,,FHRS,5
289623,Sir Walter Trevelyan Building,Fore Street,Seaton,,Axe Valley Childrfens Centre,Hospitals/Childcare/Caring Premises,5,,,706073,,,50.70877800000000,14/00271/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.06986200000000,EX12 2AN,2014-09-30,fhrs_exempt_en-GB,Exempt,,FHRS,
289624,Silver Street,Axminster,,,Axminster Conservative Club,Pub/bar/nightclub,7843,,,164268,,,50.78103100000000,PI/000006027,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.99846000000000,EX13 5AH,2014-04-14,fhrs_5_en-GB,5,,FHRS,
289625,Masonic Hall,South Street,Axminster,,Axminster Country Market,Retailers - other,4613,10,,625574,5,,,PI/000006065,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2011-10-06,fhrs_4_en-GB,4,,FHRS,5
289626,,,,,Axminster Country Market,Retailers - other,4613,5,,625315,5,,,12/00011/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2013-09-25,fhrs_5_en-GB,5,,FHRS,5
289627,,,,,Axminster Country Market,Retailers - other,4613,0,,625320,0,,,12/00017/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2012-05-22,fhrs_5_en-GB,5,,FHRS,0
289628,,,,,Axminster Country Market,Retailers - other,4613,5,,625313,5,,,12/00009/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2015-01-12,fhrs_5_en-GB,5,,FHRS,5
289629,,,,,Axminster Country Market,Retailers - other,4613,5,,625314,5,,,12/00010/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2015-01-12,fhrs_5_en-GB,5,,FHRS,5
289630,,,,,Axminster Country Market,Retailers - other,4613,5,,625316,5,,,12/00012/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2015-01-21,fhrs_5_en-GB,5,,FHRS,5
289631,,,,,Axminster Country Market,Retailers - other,4613,0,,625321,0,,,12/00018/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2015-01-21,fhrs_5_en-GB,5,,FHRS,5
289632,Chard Street,Axminster,,,Axminster Hospital,Hospitals/Childcare/Caring Premises,5,0,,163974,0,,50.78390100000000,PI/000005656,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.99627900000000,EX13 5DU,2013-03-05,fhrs_5_en-GB,5,,FHRS,0
289633,Lyme Road,Axminster,,,Axminster Methodist Church,Other catering premises,7841,20,,636857,5,,50.78157200000000,14/00091/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.99519400000000,EX13 5AZ,2014-02-27,fhrs_1_en-GB,1,,FHRS,5
289634,St Marys Rc Primary School,Lyme Road,Axminster,,Axminster Playgroup,Hospitals/Childcare/Caring Premises,5,,,625062,,,50.78060000000000,08/00024/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.99211000000000,EX13 5BE,2013-04-19,fhrs_exempt_en-GB,Exempt,,FHRS,
289635,Unit 10 Axminster Power Tools,Weycroft Avenue,Millwey Rise Industrial Estate,Axminster,Axminster Tools And Machinery,Restaurant/Cafe/Canteen,1,5,,625952,5,,50.79043400000000,PI/000022474,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.98092600000000,EX13 5PH,2014-02-04,fhrs_5_en-GB,5,,FHRS,5
289636,United Reform Church,Chard Street,Axminster,,Axminster United Reform Church,Other catering premises,7841,,,625564,,,,PI/000005683,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,,,2014-02-20,fhrs_exempt_en-GB,Exempt,,FHRS,
289637,Axmouth Caravan And Camping Site,Church Street,Axmouth,Seaton,Axmouth Camping Site Axe Farm,Hotel/bed & breakfast/guest house,7842,5,,625807,5,,50.71439800000000,PI/000016613,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.05317600000000,EX12 4AF,2013-04-02,fhrs_5_en-GB,5,,FHRS,5
289638,3 Fore Street,Budleigh Salterton,,,Bake My Day,Other catering premises,7841,10,,636853,5,,50.62901700000000,14/00077/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.32461500000000,EX9 6NG,2014-02-25,fhrs_4_en-GB,4,,FHRS,5
289639,Bank House,Fore Street,Beer,Seaton,Bank House Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,,,625068,,,50.69804800000000,09/00021/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.09228700000000,EX12 3EG,2014-05-19,fhrs_5_en-GB,5,,FHRS,
289640,128 High Street,Sidmouth,,,Baraza,Restaurant/Cafe/Canteen,1,5,,173958,5,,50.68211100000000,PI/000027560,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.23810800000000,EX10 8EE,2013-04-05,fhrs_4_en-GB,4,,FHRS,10
289641,9 Rolle Street,Exmouth,,,Bargain Booze,Retailers - other,4613,10,,625300,5,,50.62002000000000,11/00236/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41371800000000,EX8 1HL,2014-12-04,fhrs_3_en-GB,3,,FHRS,10
289642,Barley Close,Hawkchurch,Axminster,,Barley Close Farm Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,5,,625222,5,,50.79052600000000,11/00059/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-2.94361500000000,EX13 5UD,2014-06-09,fhrs_5_en-GB,5,,FHRS,5
289643,Friends Provident,Winslade Park,Clyst St Mary,Exeter,Bartlett Mitchell Ltd,Restaurant/Cafe/Canteen,1,5,,701407,0,,50.70301900000000,PI/000018200,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.44816100000000,EX5 1DS,2014-04-30,fhrs_5_en-GB,5,,FHRS,0
289644,Hayne Farm,Hayne Lane,Gittisham,Honiton,Bartletts Farm Shop,Retailers - other,4613,10,,625126,5,,50.79082100000000,09/00227/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.21576700000000,EX14 3PD,2014-02-20,fhrs_4_en-GB,4,,FHRS,5
289645,Barton Cross Hotel,Huxham,Exeter,,Barton Cross Restaurant And Hotel,Hotel/bed & breakfast/guest house,7842,10,,170973,10,,50.77088900000000,PI/000019134,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.49529900000000,EX5 4EJ,2013-09-04,fhrs_3_en-GB,3,,FHRS,10
289646,Bassetts Farm School,St Johns Road,Exmouth,,Bassetts Farm Pre-school,Hospitals/Childcare/Caring Premises,5,,,626075,,,50.63428400000000,PI/000038577,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.38517200000000,EX8 4GB,2012-12-06,fhrs_exempt_en-GB,Exempt,,FHRS,
289647,St Johns Road,Exmouth,,,Bassetts Farm School,School/college/university,7845,0,,162998,0,,50.63428400000000,PI/000004045,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.38517200000000,EX8 4GB,2014-12-08,fhrs_5_en-GB,5,,FHRS,0
289648,11 Mill Street,Ottery St Mary,,,Bay Tree Sals,Restaurant/Cafe/Canteen,1,5,,198562,10,,50.75100600000000,12/00006/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.28150300000000,EX11 1AB,2013-08-12,fhrs_4_en-GB,4,,FHRS,5
289649,Bay View Guest House,Fore Street,Beer,Seaton,Bay View Tea Rooms And Guest House,Restaurant/Cafe/Canteen,1,10,,376473,5,,50.69742500000000,PI/000016761,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.09167800000000,EX12 3EE,2013-10-31,fhrs_4_en-GB,4,,FHRS,5
289650,19 The Strand,Exmouth,,,Bayleaf Cafe,Restaurant/Cafe/Canteen,1,5,,35024,5,,50.61978100000000,10/00179/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.41485600000000,EX8 1AF,2014-04-24,fhrs_4_en-GB,4,,FHRS,10
289651,3 Beach Road,Seaton,,,Beach Belles,Hotel/bed & breakfast/guest house,7842,5,,585753,5,,50.70406600000000,13/00083/COM,072,environmentalhealth@eastdevon.gov.uk,East Devon,http://www.eastdevon.gov.uk,-3.06693600000000,EX12 2LZ,2013-07-15,fhrs_5_en-GB,5,,FHRS,5
