,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
284344,,1 Farm Lane,Mudeford,Christchurch,Avon Reach,Hospitals/Childcare/Caring Premises,5,5,,658064,5,,50.72921600000000,86007,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74261700000000,BH23 4AH,2014-06-14,fhrs_5_en-GB,5,,FHRS,5
284345,,1-3 Avon View Parade,Burton,Christchurch,Avon Stores Ltd,Retailers - other,4613,10,,658116,10,,50.75543700000000,86060,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77208800000000,BH23 7LH,2014-07-26,fhrs_3_en-GB,3,,FHRS,10
284346,Loring Road,Christchurch,Dorset,,Avon View,Hospitals/Childcare/Caring Premises,5,0,,658086,0,,50.74398300000000,86029,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.79273700000000,BH23 2GZ,2014-10-13,fhrs_5_en-GB,5,,FHRS,0
284347,,171 Stanpit,Christchurch,Dorset,Avondene,Hospitals/Childcare/Caring Premises,5,5,,658082,5,,50.72970100000000,86025,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.75477100000000,BH23 3LY,2012-09-10,fhrs_4_en-GB,4,,FHRS,10
284348,,98 Mudeford,Christchurch,Dorset,Avonmouth Bakery Caf̩,Restaurant/Cafe/Canteen,1,5,,658041,5,,50.72836200000000,85984,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74269200000000,BH23 4AS,2014-06-21,fhrs_4_en-GB,4,,FHRS,10
284349,,,,,B Betty's Bakes,Other catering premises,7841,0,,706714,5,,,87041,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,,,2014-09-22,fhrs_5_en-GB,5,,FHRS,5
284350,Grange Road,Christchurch,Dorset,,BAE Systems,Restaurant/Cafe/Canteen,1,0,,658027,5,,50.74110400000000,85970,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.73465800000000,BH23 4JE,2013-10-08,fhrs_5_en-GB,5,,FHRS,0
284351,,43 High Street,Christchurch,Dorset,Baggies,Restaurant/Cafe/Canteen,1,5,,658164,5,,50.73391700000000,86109,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77659900000000,BH23 1AS,2013-10-16,fhrs_5_en-GB,5,,FHRS,5
284352,,131 Barrack Road,Christchurch,Dorset,Baileys,Restaurant/Cafe/Canteen,1,10,,658207,10,,50.74035900000000,86152,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.79296500000000,BH23 2AW,2012-08-01,fhrs_3_en-GB,3,,FHRS,10
284353,,54 Fairmile Road,Christchurch,Dorset,Baked Well,Other catering premises,7841,5,,658365,5,,50.74171200000000,86312,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78516400000000,BH23 2LL,2012-11-14,fhrs_5_en-GB,5,,FHRS,5
284354,Unit 10,7 Airfield Road,Christchurch,Dorset,Ballancourt Ltd,Importers/Exporters,14,5,,658313,5,,50.73671900000000,86259,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74397900000000,BH23 3TQ,2014-11-25,fhrs_5_en-GB,5,,FHRS,5
284355,,314 Lymington Road,Highcliffe,Christchurch,Ballantine's Patisserie,Retailers - other,4613,10,,658017,5,,50.74124100000000,85960,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.70184900000000,BH23 5ET,2012-01-30,fhrs_3_en-GB,3,,FHRS,10
284356,,113 Bargates,Christchurch,Dorset,Bargates Fish & Chips,Takeaway/sandwich shop,7844,10,,658098,5,,50.73899100000000,86041,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78224300000000,BH23 1QH,2014-05-31,fhrs_1_en-GB,1,,FHRS,20
284357,,109 Bargates,Christchurch,Dorset,Bargates News,Retailers - other,4613,10,,658091,10,,50.73899100000000,86034,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78224300000000,BH23 1QH,2009-01-30,fhrs_3_en-GB,3,,FHRS,10
284358,,15 Southcliffe Road,Friars Cliffe,Christchurch,Beachside,Hotel/bed & breakfast/guest house,7842,10,,658331,5,,50.73558700000000,86277,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.73233700000000,BH23 4EN,2011-05-23,fhrs_4_en-GB,4,,FHRS,5
284359,,32 Bargates,Christchurch,Dorset,Blockbuster Video,Retailers - other,4613,,,658110,,,50.73701800000000,86053,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78068000000000,BH23 1QL,2012-03-15,fhrs_exempt_en-GB,Exempt,,FHRS,
284360,,60 Walkford Road,Highcliffe,Christchurch,Blue Hen,Other catering premises,7841,10,,658317,5,,50.75173500000000,86263,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.68441700000000,BH23 5QG,2012-03-14,fhrs_4_en-GB,4,,FHRS,5
284361,,7 St Catherines Parade,Fairmile Road,Christchurch,Bonafide Wines,Retailers - other,4613,10,,658206,5,,50.74965000000000,86151,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.79401600000000,BH23 2LQ,2011-02-07,fhrs_4_en-GB,4,,FHRS,5
284362,,2a Twynham Avenue,Christchurch,Dorset,Boots Pharmacy,Retailers - other,4613,,,658291,,,50.73714800000000,86237,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78247900000000,BH23 1QU,2012-03-14,fhrs_exempt_en-GB,Exempt,,FHRS,
284363,,23 Saxon Square,Christchurch,Dorset,Boots the Chemist,Retailers - other,4613,5,,658315,5,,50.73525800000000,86261,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77694700000000,BH23 1QB,2012-03-14,fhrs_4_en-GB,4,,FHRS,10
284364,Building 198,East Business Park,Off Matchams Lane,Christchurch,Bournemouth Flying Club,Pub/bar/nightclub,7843,5,,658229,5,,50.78583400000000,86175,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.83178900000000,BH23 6NE,2013-03-25,fhrs_5_en-GB,5,,FHRS,5
284365,Chapel Gate,Hurn,Christchurch,Dorset,Bournemouth Sports Club,Pub/bar/nightclub,7843,10,,658046,10,,50.78236300000000,85989,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.85910700000000,BH23 6BL,2011-07-13,fhrs_3_en-GB,3,,FHRS,10
284366,,71-75 Somerford Road,Christchurch,Dorset,BP Christchurch Simply Food Connect,Retailers - other,4613,0,,658136,5,,,86080,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,,BH23 3PN,2014-10-08,fhrs_5_en-GB,5,,FHRS,0
284367,,55 Stour Road,Christchurch,Dorset,Brantwood Guest House,Hotel/bed & breakfast/guest house,7842,5,,658089,5,,50.73546300000000,86032,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78581600000000,BH23 1LN,2014-11-13,fhrs_5_en-GB,5,,FHRS,0
284368,,125 Purewell,Christchurch,Dorset,British Chippy,Takeaway/sandwich shop,7844,5,,658054,10,,50.73580300000000,85997,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76148400000000,BH23 1EJ,2011-07-04,fhrs_3_en-GB,3,,FHRS,10
284369,,213 Barrack Road,Christchurch,Dorset,Brook House,Hospitals/Childcare/Caring Premises,5,5,,658175,5,,50.74214000000000,86120,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.79847000000000,BH23 2AX,2012-08-01,fhrs_4_en-GB,4,,FHRS,10
284370,,172a Somerford Road,Somerford,Christchurch,Browns Fish and Chips,Takeaway/sandwich shop,7844,5,,658069,5,,50.74131600000000,86012,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74493200000000,BH23 3QG,2014-06-14,fhrs_4_en-GB,4,,FHRS,10
284371,,178 Somerford Rd,Somerford,Christchurch,Browns Sandwich Shop,Takeaway/sandwich shop,7844,10,,658212,5,,50.74131600000000,86157,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74493200000000,BH23 3QG,2014-09-03,fhrs_3_en-GB,3,,FHRS,10
284372,,18 Bure Haven Drive,Mudeford,Christchurch,Bure Lodge,Hotel/bed & breakfast/guest house,7842,10,,658345,5,,50.73217400000000,86292,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.73832200000000,BH23 4BS,2011-10-11,fhrs_4_en-GB,4,,FHRS,5
284373,,103 Bure Lane,Mudeford,Christchurch,Bure Stores (Londis),Retailers - other,4613,10,,658068,10,,50.73444800000000,86011,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.73376000000000,BH23 4DN,2011-12-13,fhrs_3_en-GB,3,,FHRS,10
284374,,131 Salisbury Road,Burton,Christchurch,Burton Day Nursery Ltd,Hospitals/Childcare/Caring Premises,5,5,,658246,5,,50.75286000000000,86192,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76487100000000,BH23 7JN,2014-07-22,fhrs_5_en-GB,5,,FHRS,5
284375,,138 Salisbury Road,Burton,Christchurch,Burton Day Nursery Ltd 2,Hospitals/Childcare/Caring Premises,5,5,,658323,5,,50.75397600000000,86269,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76577200000000,BH23 7JP,2014-07-30,fhrs_5_en-GB,5,,FHRS,5
284376,,109-113 Salisbury Road,Burton,Christchurch,Burton Green News & Stores,Retailers - other,4613,10,,658061,15,,50.75286000000000,86004,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76487100000000,BH23 7JN,2014-10-22,fhrs_2_en-GB,2,,FHRS,5
284377,,119 Salisbury Road,Burton,Christchurch,Burton Green United Reformed Church,Other catering premises,7841,5,,658368,10,,50.75286000000000,86315,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76487100000000,BH23 7JN,2012-11-08,fhrs_4_en-GB,4,,FHRS,5
284378,,123 Salisbury Road,Burton,Christchurch,Burton Pharmacy,Retailers - other,4613,,,658130,,,50.75543700000000,86074,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77208800000000,BH23 7LH,2011-02-07,fhrs_exempt_en-GB,Exempt,,FHRS,
284379,Brton Green Uinited Reformed Church,119 Salisbury Road,Burton,Christchurch,Burton Village Lunch Club,Other catering premises,7841,5,,658369,5,,50.75286000000000,86316,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76487100000000,BH23 7JN,2012-11-08,fhrs_5_en-GB,5,,FHRS,5
284380,Sandy Plot,Burton,Christchurch,Dorset,Burton Youth Centre,Other catering premises,7841,10,,658062,10,,50.74540200000000,86005,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76789900000000,BH23 7NH,2014-01-28,fhrs_3_en-GB,3,,FHRS,10
284381,,96 Mudeford,Christchurch,Dorset,Burys News Food and Wine,Retailers - other,4613,10,,658040,10,,50.72836200000000,85983,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74269200000000,BH23 4AS,2013-10-14,fhrs_3_en-GB,3,,FHRS,5
284382,,1 a Saxon Square,Christchurch,Dorset,Caf̩ Nero,Restaurant/Cafe/Canteen,1,0,,658324,0,,50.73557400000000,86270,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77773900000000,BH23 1QA,2013-07-09,fhrs_5_en-GB,5,,FHRS,5
284383,,95 Bargates,Christchurch,Dorset,Cake-Links Ltd,Retailers - other,4613,5,,658234,5,,50.73811700000000,86180,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78128400000000,BH23 1QQ,2013-10-08,fhrs_5_en-GB,5,,FHRS,5
284384,,2 Utrecht Court,Christchurch,Dorset,Cakepop Corner,Other catering premises,7841,10,,658332,5,,50.73696200000000,86278,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76541800000000,BH23 1HP,2011-06-13,fhrs_4_en-GB,4,,FHRS,5
284385,,71 Jumpers Road,Christchurch,Dorset,Cakes by Helen,Other catering premises,7841,5,,658307,5,,50.74311500000000,86253,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.79021800000000,BH23 2JS,2013-07-09,fhrs_5_en-GB,5,,FHRS,5
284386,,112 Stour Road,Christchurch,Dorset,Captain Cod,Takeaway/sandwich shop,7844,5,,658093,5,,50.73358500000000,86036,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78647700000000,BH23 1JP,2014-09-23,fhrs_5_en-GB,5,,FHRS,5
284387,Wick Ferry,Wick Lane,Christchurch,Dorset,Captains Club hotel,Restaurant/Cafe/Canteen,1,10,,658266,5,,50.73132500000000,86212,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78004000000000,BH23 1HU,2013-10-01,fhrs_4_en-GB,4,,FHRS,5
284388,Unit 5 Saxon Square,Christchurch,Dorset,Christchurch,Card Bar,Retailers - other,4613,5,,658198,5,,50.73557400000000,86143,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77773900000000,BH23 1QA,2013-11-20,fhrs_4_en-GB,4,,FHRS,10
284389,,52 High Street,Christchurch,Dorset,Card Factory,Retailers - other,4613,5,,658354,5,,50.73421300000000,86301,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77638500000000,BH23 1BN,2012-04-23,fhrs_5_en-GB,5,,FHRS,5
284390,Chapel Gate,Hurn,Christchurch,Dorset,Chapel Gate Day Nursery,Hospitals/Childcare/Caring Premises,5,5,,658372,5,,50.78236300000000,86319,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.85910700000000,BH23 6BL,2013-04-17,fhrs_4_en-GB,4,,FHRS,10
284391,,10 Church Street,Christchurch,Dorset,Cheese & Alfies,Restaurant/Cafe/Canteen,1,5,,658151,5,,50.73337500000000,86096,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77542500000000,BH23 1BW,2014-06-20,fhrs_4_en-GB,4,,FHRS,10
284392,,,,,Chillicious,Mobile caterer,7846,5,,682484,5,,,87023,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,,,2014-07-03,fhrs_5_en-GB,5,,FHRS,0
284393,,33 Saxon Square,Christchurch,Dorset,Chilly Wizard Ice Cream,Retailers - other,4613,5,,658241,5,,50.73525800000000,86187,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77694700000000,BH23 1QB,2012-08-01,fhrs_5_en-GB,5,,FHRS,5
284394,,105 Bure Lane,Mudeford,Christchurch,China At Lees,Takeaway/sandwich shop,7844,10,,658112,10,,50.73444800000000,86056,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.73376000000000,BH23 4DN,2011-12-12,fhrs_3_en-GB,3,,FHRS,10
284395,,83 Bargates,Christchurch,Dorset,China Kitchen,Takeaway/sandwich shop,7844,5,,658135,10,,50.73811700000000,86079,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78128400000000,BH23 1QQ,2009-12-01,fhrs_3_en-GB,3,,FHRS,10
284396,,249 Lymington Road,Highcliffe,Christchurch,Chinatown,Takeaway/sandwich shop,7844,5,,658009,5,,50.74096100000000,85952,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.70146800000000,BH23 5EB,2010-09-09,fhrs_5_en-GB,5,,FHRS,5
284397,,17 Peppercorn Close,Christchurch,Dorset,Chris Pearcey - Wild Game,Farmers/growers,7838,10,,658387,10,,50.74230100000000,86334,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.75989200000000,BH23 3BL,2013-11-19,fhrs_3_en-GB,3,,FHRS,10
284398,,358 Lymington Road,Highcliffe,Christchurch,CHRIS WATSON FAMILY BUTCHERS,Retailers - other,4613,0,,722816,0,,50.74165700000000,78066,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.69939400000000,BH23 5EY,2014-12-04,fhrs_5_en-GB,5,,FHRS,0
284399,Portfield Hall,Portfield Road,Fairmile,Christchurch,Christchurch (Dorset) Assoc for Disabled,Other catering premises,7841,20,,658170,10,,50.74064200000000,86115,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78521200000000,BH23 2AQ,2011-11-14,fhrs_1_en-GB,1,,FHRS,5
284400,Civic Offices,Bridge Street,Christchurch,Dorset,Christchurch Borough Council,Other catering premises,7841,5,,658197,5,,50.73422800000000,86142,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.76976800000000,BH23 1AZ,2011-10-10,fhrs_4_en-GB,4,,FHRS,10
284401,Unit 11,7 Airfield Road,Christchurch,Dorset,Christchurch Caterering Co,Takeaway/sandwich shop,7844,0,,658278,5,,50.73671900000000,86224,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74397900000000,BH23 3TQ,2013-11-12,fhrs_5_en-GB,5,,FHRS,5
284402,,Unit 11 7 Airfield Road,Christchurch,Dorset,Christchurch Caterers Ltd,Mobile caterer,7846,5,,722815,5,,50.73671900000000,52672,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74397900000000,BH23 3TQ,2014-12-04,fhrs_5_en-GB,5,,FHRS,5
284403,,18 Bargates,Christchurch,Dorset,Christchurch Conservative Club,Pub/bar/nightclub,7843,5,,658016,5,,50.73701800000000,85959,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78068000000000,BH23 1QL,2014-09-22,fhrs_4_en-GB,4,,FHRS,10
284404,,250 Lymington Road,Highcliffe,Christchurch,Christchurch Day Centre,Hospitals/Childcare/Caring Premises,5,0,,658010,5,,50.74124100000000,85953,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.70184900000000,BH23 5ET,2014-09-23,fhrs_5_en-GB,5,,FHRS,5
284405,,95 Mudeford,Christchurch,Dorset,Christchurch Harbour Hotel,Restaurant/Cafe/Canteen,1,10,,658039,10,,50.72834900000000,85982,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74524300000000,BH23 3NT,2014-11-18,fhrs_3_en-GB,3,,FHRS,10
284406,Christchurch Hospital,Fairmile Road,Christchurch,Dorset,Christchurch Hospital Catering Dept,Restaurant/Cafe/Canteen,1,0,,658004,0,,50.74468900000000,85947,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.79026700000000,BH23 2JX,2011-03-02,fhrs_5_en-GB,5,,FHRS,0
284407,,Clarendon Road,Christchurch,Dorset,Christchurch Junior School,School/college/university,7845,5,,732492,5,,50.73918600000000,78995,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78575700000000,BH23 2AA,2015-01-23,fhrs_5_en-GB,5,,FHRS,0
284408,Beauchamp Place,off Reid Street,Christchurch,Dorset,Christchurch Montessori Nursery - Beauchamp,Hospitals/Childcare/Caring Premises,5,5,,658103,5,,50.76756800000000,86046,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77318400000000,BH23 2BS,2014-03-31,fhrs_5_en-GB,5,,FHRS,5
284409,,247 Fairmile Road,Christchurch,Dorset,Christchurch Montessori Nursery - Fairmile,Hospitals/Childcare/Caring Premises,5,5,,658299,5,,50.75132700000000,86245,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.79616300000000,BH23 2LH,2014-03-31,fhrs_5_en-GB,5,,FHRS,5
284410,,60 High Street,Christchurch,Dorset,Christchurch News,Retailers - other,4613,10,,658205,5,,50.73421300000000,86150,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77638500000000,BH23 1BN,2013-10-08,fhrs_3_en-GB,3,,FHRS,10
284411,Riverbank,Wick Lane,Christchurch,Dorset,Christchurch Rowing Club,Pub/bar/nightclub,7843,10,,658226,10,,50.73132500000000,86172,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.78004000000000,BH23 1HU,2012-09-07,fhrs_3_en-GB,3,,FHRS,10
284412,Christchurch Quay,Christchurch,Dorset,,Christchurch Sailing Club,Pub/bar/nightclub,7843,5,,658143,5,,50.73054000000000,86088,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77388000000000,BH23 1BY,2014-09-22,fhrs_5_en-GB,5,,FHRS,5
284413,Christchurch Scout Centre,Beauchamp Place,Off Reid Street,Christchurch,Christchurch Scouts Active Support Unit,Other catering premises,7841,5,,658370,5,,,86317,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,,BH23 2BS,2013-02-13,fhrs_4_en-GB,4,,FHRS,10
284414,,196 B Barrack Road,Christchurch,Dorset,Christchurch Spiritualist Church,Other catering premises,7841,10,,658296,5,,50.74145500000000,86242,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.79741000000000,BH23 2BQ,2009-04-27,fhrs_4_en-GB,4,,FHRS,5
284415,,190 Somerford Road,Christchurch,Dorset,Chutney Corner,Restaurant/Cafe/Canteen,1,5,,658363,5,,50.74131600000000,86310,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.74493200000000,BH23 3QG,2012-10-03,fhrs_4_en-GB,4,,FHRS,10
284416,Waterford Road,Highcliffe,Christchurch,Dorset,Cliffhanger Caf̩,Restaurant/Cafe/Canteen,1,10,,658268,5,,50.74164900000000,86214,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.69616300000000,BH23 5JA,2014-07-16,fhrs_3_en-GB,3,,FHRS,10
284417,Quay Road,Christchurch,Dorset,,Cloisters Cafe,Other catering premises,7841,,,658172,,,50.73189200000000,86117,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77585800000000,BH23 1BU,2014-07-01,fhrs_5_en-GB,5,,FHRS,
284418,,25 - 27 Bargates,Christchurch,Dorset,Club Epic,Pub/bar/nightclub,7843,10,,658024,5,,50.73653000000000,85967,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77935000000000,BH23 1QD,2011-11-01,fhrs_3_en-GB,3,,FHRS,10
284419,,74 High Street,Christchurch,Dorset,Coast,Restaurant/Cafe/Canteen,1,5,,658125,10,,50.73421300000000,86069,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.77638500000000,BH23 1BN,2014-09-25,fhrs_4_en-GB,4,,FHRS,5
284420,"Building 46, North East Sector",Bournemouth Int Airport,Hurn,Christchurch,Cobham Aviation Services - Staff Canteen,Restaurant/Cafe/Canteen,1,5,,658114,0,,50.78583400000000,86058,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.83178900000000,BH23 6NE,2013-06-26,fhrs_5_en-GB,5,,FHRS,5
284421,,Chewton Farm Road,Christchurch,Dorset,Coda Music Centre,School/college/university,7845,0,,658405,5,,50.74899300000000,86983,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.68500300000000,BH23 5QL,2014-03-10,fhrs_5_en-GB,5,,FHRS,5
284422,,52 The Grove,Christchurch,Dorset,Continental Larder,Retailers - other,4613,5,,658300,5,,50.74650000000000,86246,084,environmental.services@christchurch.gov.uk,Christchurch,http://www.dorsetforyou.com,-1.80261900000000,BH23 2HB,2013-10-14,fhrs_4_en-GB,4,,FHRS,10
