,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
166662,Asda Supermarket,"Unit 5a, St Nicholas Gate Retail Park",London Road,,Asda Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,301208,5,,54.88639200000000,11916,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.92352300000000,CA1 2EA,2013-08-27,fhrs_5_en-GB,5,,FHRS,0
166663,Ashleigh Guest House,46 Victoria Place,Carlisle,,Ashleigh Guest House,Hotel/bed & breakfast/guest house,7842,10,,464656,10,,54.89561300000000,68145,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93045500000000,CA1 1EX,2013-02-10,fhrs_3_en-GB,3,,FHRS,5
166664,"Attic Carlisle Ltd, First And Second Floors",2 Crosby Street,Carlisle,,Attic Carlisle Ltd,Pub/bar/nightclub,7843,5,,301423,5,,54.89319100000000,68097,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93225400000000,CA1 1DQ,2014-01-14,fhrs_5_en-GB,5,,FHRS,5
166665,Austin Friars Saint Monica's School,Etterby Scaur,Carlisle,,Austin Friars Canteen,School/college/university,7845,5,,301482,5,,54.90703400000000,68272,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.95030800000000,CA3 9PB,2015-01-19,fhrs_5_en-GB,5,,FHRS,0
166666,Pirelli Tyres Limited,Dalston Road,Carlisle,,Autograph Food Services,Restaurant/Cafe/Canteen,1,5,,301329,5,,54.87537400000000,66607,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.95604600000000,CA2 6AR,2013-02-25,fhrs_5_en-GB,5,,FHRS,5
166667,Tesco Stores,Warwick Road,Carlisle,,"Avenance, Elior UK",Restaurant/Cafe/Canteen,1,5,,301711,0,,54.89549300000000,68978,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.89862800000000,CA1 2SB,2014-03-14,fhrs_5_en-GB,5,,FHRS,5
166668,Storey Carpets,Crown Street,Carlisle,,Aztec Soft Play Centre,Restaurant/Cafe/Canteen,1,5,,464628,5,,54.88830100000000,2475,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93117500000000,CA2 5AB,2014-05-21,fhrs_5_en-GB,5,,FHRS,5
166669,"Unit B, St Nicholas Gate Retail Park",London Road,Carlisle,,B&M Retail Ltd,Retailers - other,4613,,,621209,,,54.88639200000000,73300,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.92352300000000,CA1 2EA,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
166670,Bailey Mill,Bailey,Newcastleton,,Bailey Mill,Restaurant/Cafe/Canteen,1,10,,301375,10,,55.10098800000000,66750,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.75444200000000,TD9 0TR,2012-08-03,fhrs_3_en-GB,3,,FHRS,10
166671,Bamboo Garden Chinese Takeaway,203 Newtown Road,Carlisle,,Bamboo Garden,Takeaway/sandwich shop,7844,10,,301756,5,,54.89521400000000,71426,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.96432800000000,CA2 7LN,2014-08-27,fhrs_4_en-GB,4,,FHRS,5
166672,Bannatyne's Fitness Limited,50 Kingstown Road,Carlisle,,Bannatyne's Fitness Limited,Retailers - other,4613,0,,301394,0,,54.91408900000000,67502,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.94111400000000,CA3 0AD,2014-03-18,fhrs_5_en-GB,5,,FHRS,0
166673,Baps n Wraps,13 Norfolk Street,Carlisle,,Baps n Wraps,Other catering premises,7841,5,,301754,5,,54.88558500000000,71412,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.94196200000000,CA2 5JQ,2013-11-04,fhrs_5_en-GB,5,,FHRS,5
166674,5 Croft Terrace,Victoria Road,Carlisle,,Bar Baguette,Other catering premises,7841,10,,375189,10,,54.89173400000000,72165,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.90262900000000,CA1 2SN,2013-09-03,fhrs_3_en-GB,3,,FHRS,5
166675,Bar Solo,1 Botchergate,Carlisle,,Bar Solo,Pub/bar/nightclub,7843,5,,301562,5,,54.89178300000000,68470,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93181600000000,CA1 1QP,2013-12-19,fhrs_5_en-GB,5,,FHRS,5
166676,Lanercost House,Berkeley Grange,Carlisle,,Barchester Healthcare,Other catering premises,7841,0,,301687,0,,54.89467100000000,68904,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.97158100000000,CA2 7PW,2015-01-20,fhrs_5_en-GB,5,,FHRS,5
166677,Bargain Booze,1 Furze Street,Carlisle,,Bargain Booze,Retailers - other,4613,5,,301757,5,,54.89082100000000,71434,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.92016400000000,CA1 2DL,2013-09-25,fhrs_4_en-GB,4,,FHRS,10
166678,Bargain Booze,32 Central Avenue,Carlisle,,Bargain Booze,Retailers - other,4613,10,,582398,5,,54.88134400000000,68569,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.90157100000000,CA1 3QB,2013-02-15,fhrs_4_en-GB,4,,FHRS,0
166679,Bari Contemporary,21-23 West Tower Street,Carlisle,,Bari Restaurant,Restaurant/Cafe/Canteen,1,10,,301512,10,,54.89649300000000,68333,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93757000000000,CA3 8QT,2014-02-04,fhrs_3_en-GB,3,,FHRS,10
166680,Barn Close Retirement Home,Well Lane,Carlisle,,Barn Close Residential Home,Hospitals/Childcare/Caring Premises,5,0,,301279,0,,54.90536100000000,66497,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93322200000000,CA3 9AZ,2013-11-07,fhrs_5_en-GB,5,,FHRS,0
166681,Pizza Base,8 The Crescent,Carlisle,,Base Express,Takeaway/sandwich shop,7844,5,,301572,0,,54.89196000000000,68497,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93219500000000,CA1 1QW,2013-06-19,fhrs_5_en-GB,5,,FHRS,0
166682,"Beech House, Stockdalewath",,Dalston,,Beech House holidays,Hotel/bed & breakfast/guest house,7842,,,589360,,,54.79708700000000,8183,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.95533200000000,CA5 7DN,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
166683,"After School Club, Belle Vue Infant And Junior School",Beaver Road,Carlisle,,Belle Vue Extras Out Of School Club,School/college/university,7845,5,,582403,5,,54.89402100000000,69093,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.97649200000000,CA2 7PT,2013-03-26,fhrs_5_en-GB,5,,FHRS,5
166684,Belle Vue Infant And Junior Sc,Beaver Road,Carlisle,,Belle Vue Primary School Kitchen - Orian Solutions Ltd,School/college/university,7845,5,,301361,5,,54.89402100000000,66681,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.97649200000000,CA2 7PT,2014-05-16,fhrs_5_en-GB,5,,FHRS,5
166685,Site 16,Westmoor Road,Carlisle,,Bell's Fishmongers Ltd,Retailers - other,4613,0,,301314,0,,54.92168100000000,66576,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.95513100000000,CA3 0HD,2014-11-13,fhrs_5_en-GB,5,,FHRS,0
166686,Site 16,Westmoor Road,Carlisle,,Bell's Fishmongers Ltd (Mobile Van),Retailers - other,4613,5,,301312,0,,54.92168100000000,66574,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.95513100000000,CA3 0HD,2015-01-20,fhrs_5_en-GB,5,,FHRS,0
166687,Bells Of Lazonby Ltd,52 Warwick Road,Carlisle,,Bells Of Lazonby,Retailers - other,4613,5,,301574,0,,54.89301800000000,68502,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93014500000000,CA1 1DR,2013-10-25,fhrs_5_en-GB,5,,FHRS,0
166688,Bells Off Licence & Newsagent,17 Orton Road,Carlisle,,Bells Off Licence & Newsagent,Retailers - other,4613,10,,301763,5,,54.88876000000000,71468,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.96565400000000,CA2 7HA,2014-01-16,fhrs_4_en-GB,4,,FHRS,5
166689,Belted,20-34 Warwick Road,Carlisle,,Belted,Restaurant/Cafe/Canteen,1,10,,667449,5,,,73478,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,,CA1 1AB,2014-10-16,fhrs_4_en-GB,4,,FHRS,5
166690,"Berti's Fish & Chips, 3-4 Lorne Terrace",Front Street,Brampton,,Berti's Fish And Chips,Takeaway/sandwich shop,7844,5,,301462,5,,54.94179700000000,68196,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73631600000000,CA8 1NS,2014-09-25,fhrs_5_en-GB,5,,FHRS,5
166691,"Betty's Bites, Unit 1, Angus Business Park",Water Street,Carlisle,,Betty's Bites,Other catering premises,7841,10,,301799,5,,54.89007300000000,72149,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93342900000000,CA2 5AW,2013-09-03,fhrs_4_en-GB,4,,FHRS,5
166692,Bewcastle Primary School,,Roadhead,,Bewcastle School Kitchen - Orian Solutions Ltd,School/college/university,7845,5,,301376,5,,55.08836700000000,66751,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.75215200000000,CA6 6PF,2014-05-14,fhrs_5_en-GB,5,,FHRS,5
166693,BigFella's!,28 Longholme Road,Carlisle,,BigFella's!,Other catering premises,7841,5,,301221,0,,54.87620700000000,45824,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.89637500000000,CA1 3HU,2013-04-09,fhrs_5_en-GB,5,,FHRS,5
166694,Bijou Brasserie,34 Fisher Street,Carlisle,,Bijou Brasserie,Restaurant/Cafe/Canteen,1,5,,464690,5,,54.89577900000000,72137,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93806800000000,CA3 8RH,2013-07-31,fhrs_5_en-GB,5,,FHRS,5
166695,The Bishop Harvey Goodwin School,Harold Street,Carlisle,,Bishop Harvey Goodwin school,School/college/university,7845,5,,301606,0,,54.88115600000000,68582,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.92659900000000,CA2 4HG,2014-09-25,fhrs_5_en-GB,5,,FHRS,0
166696,New Mills Trout Farm,,Brampton,,Bite Cafe,Restaurant/Cafe/Canteen,1,5,,356366,0,,54.94840800000000,67945,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.70502400000000,CA8 2QS,2013-09-04,fhrs_5_en-GB,5,,FHRS,0
166697,Blackwell Bites,89 Blackwell Road,Carlisle,,Blackwell Bites,Other catering premises,7841,5,,301788,5,,54.88165300000000,71790,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.92862100000000,CA2 4EH,2014-08-08,fhrs_5_en-GB,5,,FHRS,5
166698,Blackwell Vale Nursing Home,Durdar Road,Carlisle,,Blackwell Vale Nursing Home,Other catering premises,7841,0,,301261,0,,54.86971500000000,66447,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93141600000000,CA2 4SE,2014-09-24,fhrs_5_en-GB,5,,FHRS,5
166699,Blue Bell Inn,6 The Square,Dalston,,Blue Bell Inn,Pub/bar/nightclub,7843,5,,301550,5,,54.84175900000000,68430,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.98356000000000,CA5 7PJ,2014-05-19,fhrs_5_en-GB,5,,FHRS,5
166700,Bluerare Restaurant,,Carleton,,Blue Rare Restaurant,Restaurant/Cafe/Canteen,1,5,,301386,5,,54.86726900000000,67130,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.89220400000000,CA1 3DP,2014-07-11,fhrs_5_en-GB,5,,FHRS,5
166701,"Linton Tweeds Ltd, Shaddon Mil",Shaddongate,Carlisle,,Bobbin Coffee Shop,Restaurant/Cafe/Canteen,1,5,,301536,5,,54.89209600000000,68392,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.94492000000000,CA2 5TZ,2014-01-09,fhrs_5_en-GB,5,,FHRS,0
166702,Bobby's Fish & Chips,79 Blackwell Road,Carlisle,,Bobby's Fish & Chips,Takeaway/sandwich shop,7844,10,,438564,5,,54.88257800000000,72106,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.92748900000000,CA2 4AJ,2014-01-29,fhrs_4_en-GB,4,,FHRS,5
166703,Bob's Diner,Measling Cottage,Bankfoot,,Bob's Diner,Other catering premises,7841,0,,301310,0,,54.97517000000000,66570,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.52548600000000,CA8 7JQ,2014-01-21,fhrs_5_en-GB,5,,FHRS,5
166704,Bocata,17 Lowther Street,Carlisle,,Bocata,Other catering premises,7841,5,,301237,0,,54.89251600000000,63408,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93350200000000,CA3 8ES,2013-07-03,fhrs_5_en-GB,5,,FHRS,0
166705,Bon Appetit,35-37 Fisher Street,Carlisle,,Bon Appetit,Restaurant/Cafe/Canteen,1,5,,301513,0,,54.89523500000000,68334,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93644900000000,CA3 8RF,2014-02-04,fhrs_5_en-GB,5,,FHRS,0
166706,Border Cod,4 English Street,Longtown,,Border Cod,Takeaway/sandwich shop,7844,5,,301689,5,,55.00762500000000,68909,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.97155800000000,CA6 5SD,2014-03-11,fhrs_5_en-GB,5,,FHRS,5
166707,Bordergate Premier Inn,,Carleton,,Border Gate/Premier Inn,Pub/bar/nightclub,7843,0,,301293,5,,54.85946700000000,66522,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.87885200000000,CA4 0AD,2014-02-18,fhrs_5_en-GB,5,,FHRS,5
166708,The Arches,Swan Street,Longtown,,Border Hogg Roast,Other catering premises,7841,5,,705728,5,,55.00906600000000,3049,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.97117100000000,CA6 5UY,2014-09-18,fhrs_5_en-GB,5,,FHRS,5
166709,"Harrison And Hetherington, Bor",Montgomery Way,Carlisle,,Borderway Cafe,Restaurant/Cafe/Canteen,1,0,,301785,10,,54.89348100000000,71729,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.89239300000000,CA1 2RS,2014-12-08,fhrs_4_en-GB,4,,FHRS,5
166710,"Unit 8, English Gate Plaza",Botchergate,Carlisle,,Botanica,Pub/bar/nightclub,7843,5,,574423,5,,54.89116200000000,73157,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93080400000000,CA1 1RP,2014-03-11,fhrs_5_en-GB,5,,FHRS,5
166711,Bowling Green Hostel,90 Lowther Street,Carlisle,,Bowling Green (Residents Restaurant),Restaurant/Cafe/Canteen,1,5,,301414,5,,54.89523200000000,68067,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93323700000000,CA3 8DP,2013-03-13,fhrs_5_en-GB,5,,FHRS,5
166712,,,,,Brackenhill Catering,Mobile caterer,7846,5,,301352,5,,,66662,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,,,2013-11-25,fhrs_5_en-GB,5,,FHRS,5
166713,Brambles Bistro,32-34 Main Street,Brampton,,Brambles Bistro,Restaurant/Cafe/Canteen,1,5,,604992,0,,54.94302300000000,73292,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73415300000000,CA8 1RS,2014-02-26,fhrs_5_en-GB,5,,FHRS,5
166714,Brampton & Beyond Community Trust,Brampton Community Centre,The Irthing Centre,,Brampton & Beyond Community Trust,Other catering premises,7841,5,,301467,5,,54.94424800000000,68213,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73526800000000,CA8 1BX,2013-06-03,fhrs_5_en-GB,5,,FHRS,5
166715,Union Lane Car Park,Union Lane Car Park,Brampton,,Brampton Community Centre Children's Area,Other catering premises,7841,10,,301471,10,,54.94424800000000,68233,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73526800000000,CA8 1BX,2012-07-23,fhrs_3_en-GB,3,,FHRS,5
166716,1 Chapel Court,Main Street,Brampton,,Brampton Co-op,Retailers - other,4613,5,,301458,5,,54.94302300000000,68187,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73415300000000,CA8 1RS,2014-05-27,fhrs_5_en-GB,5,,FHRS,5
166717,Brampton Golf Club,Tarn Road,Brampton,,Brampton Golf Club,Restaurant/Cafe/Canteen,1,5,,301210,5,,54.92777400000000,12316,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.71749000000000,CA8 1HN,2013-01-24,fhrs_5_en-GB,5,,FHRS,0
166718,Brampton Memorial Hospital,Tree Road,Brampton,,Brampton Memorial Hospital,Restaurant/Cafe/Canteen,1,5,,301249,5,,54.93997100000000,66408,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.72612100000000,CA8 1TX,2013-10-01,fhrs_5_en-GB,5,,FHRS,0
166719,Central Hall,Main Street,Brampton,,Brampton Nursery School,Other catering premises,7841,5,,301463,5,,54.94302300000000,68200,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73415300000000,CA8 1RS,2014-03-12,fhrs_4_en-GB,4,,FHRS,10
166720,Brampton Primary School,Sawmill Lane,Brampton,,Brampton Primary School,School/college/university,7845,5,,301248,5,,54.94440300000000,66407,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73480200000000,CA8 1BZ,2014-12-04,fhrs_5_en-GB,5,,FHRS,5
166721,Brampton Rooster,24 Main Street,Brampton,,Brampton Rooster,Takeaway/sandwich shop,7844,5,,301454,5,,54.94302300000000,68181,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73415300000000,CA8 1RS,2014-03-13,fhrs_5_en-GB,5,,FHRS,5
166722,Brampton Tandoori,36 Front Street,Brampton,,Brampton Tandoori,Takeaway/sandwich shop,7844,10,,301459,5,,54.94188200000000,68189,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73564600000000,CA8 1NG,2013-11-27,fhrs_4_en-GB,4,,FHRS,5
166723,Brasserie 23,21-23 Market Place,Brampton,,Brasserie 23,Restaurant/Cafe/Canteen,1,10,,301466,10,,54.94200800000000,68211,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.73407200000000,CA8 1RW,2014-02-19,fhrs_3_en-GB,3,,FHRS,5
166724,"Bridge End Inn, Bridge End",,Dalston,,Bridge End Inn,Restaurant/Cafe/Canteen,1,0,,438562,5,,54.82942800000000,66530,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.98150100000000,CA5 7BH,2014-05-08,fhrs_5_en-GB,5,,FHRS,5
166725,Bhs,1 English Street,Carlisle,,British Home Stores Restaurant,Restaurant/Cafe/Canteen,1,0,,301282,5,,54.89419400000000,66501,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.93505300000000,CA3 8JW,2013-06-21,fhrs_5_en-GB,5,,FHRS,5
166726,Britton's Ice Cream (Mobile Van),25 Falcon Drive,Gretna,,Britton's Ice Cream (Mobile Van),Mobile caterer,7846,5,,464635,0,,54.99434500000000,66427,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-3.06056700000000,DG16 5JU,2014-11-19,fhrs_5_en-GB,5,,FHRS,0
166727,Broad Street Fryer,28-30 Lismore Street,Carlisle,,Broad Street Fryer,Takeaway/sandwich shop,7844,10,,301419,10,,54.89361400000000,68084,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.92392200000000,CA1 2AH,2014-09-23,fhrs_3_en-GB,3,,FHRS,10
166728,Brook Street Primary School,Edward Street,Carlisle,,Brook Street Primary School,School/college/university,7845,5,,464655,5,,54.88869700000000,68103,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.92292100000000,CA1 2JB,2013-11-20,fhrs_5_en-GB,5,,FHRS,5
166729,Arch House,,Grinsdale,,Bryces Chippy,Mobile caterer,7846,5,,301300,0,,54.91255600000000,66542,057,Environmentalhealth@carlisle.gov.uk,Carlisle City,http://www.carlisle.gov.uk,-2.98586400000000,CA5 6DS,2012-08-17,fhrs_5_en-GB,5,,FHRS,0
